,City1,City1_long,City1_lat,City2,City2_long,City2_lat,City3,City3_long,City3_lat,Prompt,Response,correct,Closer_City
489,"Cleveland, TN",-84.8707,35.1817,"Joliet, IL",-88.1499,41.5189,"Rowland Heights, CA",-117.8911,33.9716,Is Cleveland TN closer to Joliet IL or Rowland Heights CA?,"Joliet, IL",True,"Joliet, IL"
490,"Davis, CA",-121.7365,38.5552,"Parma, OH",-81.7286,41.3843,"Bethesda, MD",-77.1188,38.9866,Is Davis CA closer to Parma OH or Bethesda MD?,"Parma, OH",True,"Parma, OH"
491,"Riverview, FL",-82.3023,27.8227,"Olympia, WA",-122.8959,47.0417,"Harrisonburg, VA",-78.8735,38.4361,Is Riverview FL closer to Olympia WA or Harrisonburg VA?,"Olympia, WA",False,"Harrisonburg, VA"
492,"Hollywood, FL",-80.1679,26.0294,"Galveston, TX",-94.891,29.2487,"West Valley City, UT",-112.0115,40.6889,Is Hollywood FL closer to Galveston TX or West Valley City UT?,"Galveston, TX",True,"Galveston, TX"
493,"High Point, NC",-79.9938,35.9907,"Kokomo, IN",-86.1277,40.464,"North Las Vegas, NV",-115.0901,36.288,Is High Point NC closer to Kokomo IN or North Las Vegas NV?,"Kokomo, IN",True,"Kokomo, IN"
494,"Utica, NY",-75.226,43.0961,"Mesa, AZ",-111.718,33.4017,"Kissimmee, FL",-81.4164,28.3042,Is Utica NY closer to Mesa AZ or Kissimmee FL?,"Mesa, AZ",False,"Kissimmee, FL"
495,"Alhambra, CA",-118.1355,34.084,"Franklin, TN",-86.8525,35.9216,"Concord, CA",-122.0016,37.9722,Is Alhambra CA closer to Franklin TN or Concord CA?,"Franklin, TN",False,"Concord, CA"
496,"Wellington, FL",-80.2699,26.6461,"Richland, WA",-119.2938,46.2824,"Margate, FL",-80.2119,26.2466,Is Wellington FL closer to Richland WA or Margate FL?,"Margate, FL",True,"Margate, FL"
497,"Bloomington, MN",-93.3151,44.8306,"Parkersburg, WV",-81.542,39.2624,"Columbia, MD",-76.859,39.2004,Is Bloomington MN closer to Parkersburg WV or Columbia MD?,"Parkersburg, WV",True,"Parkersburg, WV"
498,"Bentonville, AR",-94.2306,36.3546,"Allen, TX",-96.6735,33.1088,"Pocatello, ID",-112.4646,42.8724,Is Bentonville AR closer to Allen TX or Pocatello ID?,"Allen, TX",True,"Allen, TX"
499,"Orem, UT",-111.6992,40.2983,"Milpitas, CA",-121.8921,37.4339,"Waukegan, IL",-87.8716,42.3697,Is Orem UT closer to Milpitas CA or Waukegan IL?,"Milpitas, CA",True,"Milpitas, CA"
500,"Carbondale, IL",-89.2238,37.7221,"Salt Lake City, UT",-111.9306,40.7777,"Merced, CA",-120.4778,37.3057,Is Carbondale IL closer to Salt Lake City UT or Merced CA?,"Salt Lake City, UT",True,"Salt Lake City, UT"
501,"Altoona, PA",-78.4007,40.5082,"Escondido, CA",-117.0722,33.1347,"Hoover, AL",-86.8064,33.3754,Is Altoona PA closer to Escondido CA or Hoover AL?,"Escondido, CA",False,"Hoover, AL"
502,"Albany, OR",-123.0966,44.6274,"Moore, OK",-97.4758,35.3293,"Carson City, NV",-119.7474,39.1512,Is Albany OR closer to Moore OK or Carson City NV?,"Carson City, NV",True,"Carson City, NV"
503,"Georgetown, TX",-97.6953,30.6668,"Montgomery, AL",-86.2666,32.3473,"Towson, MD",-76.619,39.3944,Is Georgetown TX closer to Montgomery AL or Towson MD?,"Montgomery, AL",True,"Montgomery, AL"
504,"Pinellas Park, FL",-82.7078,27.8589,"Clovis, CA",-119.6831,36.8278,"Mayagüez, PR",-67.1397,18.2003,Is Pinellas Park FL closer to Clovis CA or Mayagüez PR?,"Clovis, CA",False,"Mayagüez, PR"
505,"Arlington, VA",-77.1011,38.8786,"Lodi, CA",-121.2932,38.1218,"Palm Coast, FL",-81.246,29.5392,Is Arlington VA closer to Lodi CA or Palm Coast FL?,"Palm Coast, FL",True,"Palm Coast, FL"
506,"Cranston, RI",-71.4857,41.7658,"Kentwood, MI",-85.5925,42.8852,"Bay City, MI",-83.8886,43.5903,Is Cranston RI closer to Kentwood MI or Bay City MI?,"Kentwood, MI",False,"Bay City, MI"
507,"Provo, UT",-111.6457,40.2457,"Lehigh Acres, FL",-81.6388,26.612,"Longmont, CO",-105.1005,40.1686,Is Provo UT closer to Lehigh Acres FL or Longmont CO?,"Longmont, CO",True,"Longmont, CO"
508,"Reading, PA",-75.9267,40.34,"Amarillo, TX",-101.8311,35.1988,"Normal, IL",-88.9881,40.5218,Is Reading PA closer to Amarillo TX or Normal IL?,"Normal, IL",True,"Normal, IL"
509,"Avondale, AZ",-112.3236,33.3858,"Bismarck, ND",-100.7694,46.8144,"San Luis Obispo, CA",-120.6691,35.2669,Is Avondale AZ closer to Bismarck ND or San Luis Obispo CA?,"San Luis Obispo, CA",True,"San Luis Obispo, CA"
510,"Collierville, TN",-89.6988,35.0471,"Margate, FL",-80.2119,26.2466,"West New York, NJ",-74.0093,40.7856,Is Collierville TN closer to Margate FL or West New York NJ?,"Margate, FL",True,"Margate, FL"
511,"National City, CA",-117.0983,32.6654,"Rome, GA",-85.1862,34.2661,"Margate, FL",-80.2119,26.2466,Is National City CA closer to Rome GA or Margate FL?,"Rome, GA",True,"Rome, GA"
512,"Fresno, CA",-119.7941,36.7831,"Sioux Falls, SD",-96.732,43.5397,"West Palm Beach, FL",-80.1316,26.7468,Is Fresno CA closer to Sioux Falls SD or West Palm Beach FL?,"West Palm Beach, FL",False,"Sioux Falls, SD"
513,"Boulder, CO",-105.2523,40.0249,"Ellicott City, MD",-76.8344,39.2773,"Dallas, TX",-96.7662,32.7936,Is Boulder CO closer to Ellicott City MD or Dallas TX?,"Dallas, TX",True,"Dallas, TX"
514,"Rapid City, SD",-103.2204,44.0716,"Leominster, MA",-71.7717,42.5209,"Gulfport, MS",-89.0703,30.4271,Is Rapid City SD closer to Leominster MA or Gulfport MS?,"Gulfport, MS",True,"Gulfport, MS"
515,"Pembroke Pines, FL",-80.3382,26.0128,"Maricopa, AZ",-112.0006,33.0404,"Grand Junction, CO",-108.5673,39.0876,Is Pembroke Pines FL closer to Maricopa AZ or Grand Junction CO?,"Maricopa, AZ",False,"Grand Junction, CO"
516,"St. Peters, MO",-90.6061,38.7824,"Delray Beach, FL",-80.0905,26.455,"Brooklyn, NY",-73.9496,40.6501,Is St. Peters MO closer to Delray Beach FL or Brooklyn NY?,"Delray Beach, FL",False,"Brooklyn, NY"
517,"Davis, CA",-121.7365,38.5552,"Waterloo, IA",-92.3522,42.492,"Grand Island, NE",-98.3584,40.9214,Is Davis CA closer to Waterloo IA or Grand Island NE?,"Waterloo, IA",False,"Grand Island, NE"
518,"Overland Park, KS",-94.687,38.887,"North Little Rock, AR",-92.2371,34.7808,"Moreno Valley, CA",-117.2045,33.9244,Is Overland Park KS closer to North Little Rock AR or Moreno Valley CA?,"North Little Rock, AR",True,"North Little Rock, AR"
519,"Sheboygan, WI",-87.7316,43.7403,"Westminster, CA",-117.9938,33.7523,"Eden Prairie, MN",-93.4595,44.8488,Is Sheboygan WI closer to Westminster CA or Eden Prairie MN?,"Eden Prairie, MN",True,"Eden Prairie, MN"
520,"Orange, CA",-117.8218,33.8038,"Stockton, CA",-121.3109,37.9765,"Fort Wayne, IN",-85.1437,41.0886,Is Orange CA closer to Stockton CA or Fort Wayne IN?,"Stockton, CA",True,"Stockton, CA"
521,"Rock Hill, SC",-81.0244,34.9416,"South Whittier, CA",-118.0311,33.9336,"Seaside, CA",-121.8191,36.6224,Is Rock Hill SC closer to South Whittier CA or Seaside CA?,"South Whittier, CA",True,"South Whittier, CA"
522,"Jurupa Valley, CA",-117.4705,34.001,"Herriman, UT",-112.0171,40.4899,"Rochester, MN",-92.4778,44.0151,Is Jurupa Valley CA closer to Herriman UT or Rochester MN?,"Herriman, UT",True,"Herriman, UT"
523,"Indio, CA",-116.2346,33.7346,"Madera, CA",-120.0782,36.9631,"Lehi, UT",-111.8726,40.4136,Is Indio CA closer to Madera CA or Lehi UT?,"Madera, CA",True,"Madera, CA"
524,"Lakewood, WA",-122.5299,47.1628,"Los Lunas, NM",-106.7803,34.8115,"Milwaukee, WI",-87.9673,43.0642,Is Lakewood WA closer to Los Lunas NM or Milwaukee WI?,"Milwaukee, WI",False,"Los Lunas, NM"
525,"Goldsboro, NC",-77.972,35.3778,"Hickory, NC",-81.323,35.7425,"Chattanooga, TN",-85.2488,35.0657,Is Goldsboro NC closer to Hickory NC or Chattanooga TN?,"Hickory, NC",True,"Hickory, NC"
526,"South Bend, IN",-86.2696,41.6767,"Clifton, NJ",-74.1575,40.8631,"Stonecrest, GA",-84.1372,33.6842,Is South Bend IN closer to Clifton NJ or Stonecrest GA?,"Clifton, NJ",False,"Stonecrest, GA"
527,"Coeur d'Alene, ID",-116.7935,47.7041,"Tucson, AZ",-110.8782,32.1545,"Cape Coral, FL",-81.9956,26.6446,Is Coeur d'Alene ID closer to Tucson AZ or Cape Coral FL?,"Tucson, AZ",True,"Tucson, AZ"
528,"Spring Valley, NV",-115.2619,36.0987,"Milford city , CT",-73.0625,41.2256,"Decatur, AL",-86.9906,34.573,Is Spring Valley NV closer to Milford city  CT or Decatur AL?,"Decatur, AL",True,"Decatur, AL"
529,"Kalamazoo, MI",-85.5882,42.2749,"Hattiesburg, MS",-89.317,31.3074,"Odessa, TX",-102.3406,31.8831,Is Kalamazoo MI closer to Hattiesburg MS or Odessa TX?,"Hattiesburg, MS",True,"Hattiesburg, MS"
530,"Ames, IA",-93.6215,42.0259,"Lawrence, MA",-71.1626,42.7003,"Glendora, CA",-117.8468,34.1449,Is Ames IA closer to Lawrence MA or Glendora CA?,"Lawrence, MA",True,"Lawrence, MA"
531,"Lake Forest, CA",-117.6712,33.6606,"Waukesha, WI",-88.2464,43.0087,"Wichita, KS",-97.3442,37.6896,Is Lake Forest CA closer to Waukesha WI or Wichita KS?,"Waukesha, WI",False,"Wichita, KS"
532,"Novi, MI",-83.4893,42.4786,"Compton, CA",-118.2275,33.893,"Lauderhill, FL",-80.2242,26.1605,Is Novi MI closer to Compton CA or Lauderhill FL?,"Compton, CA",False,"Lauderhill, FL"
533,"Brentwood, CA",-121.7191,37.9355,"Rochester, MN",-92.4778,44.0151,"Cheyenne, WY",-104.79,41.1351,Is Brentwood CA closer to Rochester MN or Cheyenne WY?,"Rochester, MN",False,"Cheyenne, WY"
534,"San Mateo, CA",-122.3122,37.5521,"Tigard, OR",-122.7845,45.4237,"Norwich, CT",-72.0882,41.5495,Is San Mateo CA closer to Tigard OR or Norwich CT?,"Tigard, OR",True,"Tigard, OR"
535,"Cheyenne, WY",-104.79,41.1351,"Carson City, NV",-119.7474,39.1512,"Zephyrhills, FL",-82.1796,28.2408,Is Cheyenne WY closer to Carson City NV or Zephyrhills FL?,"Carson City, NV",True,"Carson City, NV"
536,"Rochester, MN",-92.4778,44.0151,"Youngstown, OH",-80.6463,41.0993,"Plantation, FL",-80.2617,26.126,Is Rochester MN closer to Youngstown OH or Plantation FL?,"Youngstown, OH",True,"Youngstown, OH"
537,"Great Falls, MT",-111.2995,47.5022,"Anderson, SC",-82.6479,34.5211,"North Las Vegas, NV",-115.0901,36.288,Is Great Falls MT closer to Anderson SC or North Las Vegas NV?,"Anderson, SC",False,"North Las Vegas, NV"
538,"Raleigh, NC",-78.6435,35.8325,"Glendora, CA",-117.8468,34.1449,"Winchester, VA",-78.1746,39.1735,Is Raleigh NC closer to Glendora CA or Winchester VA?,"Glendora, CA",False,"Winchester, VA"
539,"Harrisburg, PA",-76.8843,40.2752,"Beaumont, TX",-94.1451,30.0849,"Gilroy, CA",-121.5855,37.0047,Is Harrisburg PA closer to Beaumont TX or Gilroy CA?,"Beaumont, TX",True,"Beaumont, TX"
540,"El Monte, CA",-118.0291,34.0739,"Caguas, PR",-66.0388,18.2319,"Pasadena, CA",-118.139,34.1597,Is El Monte CA closer to Caguas PR or Pasadena CA?,"Pasadena, CA",True,"Pasadena, CA"
541,"Levittown, NY",-73.5125,40.7241,"Sunrise, FL",-80.2997,26.1547,"Torrance, CA",-118.3417,33.8346,Is Levittown NY closer to Sunrise FL or Torrance CA?,"Sunrise, FL",True,"Sunrise, FL"
542,"Highland, CA",-117.1654,34.1113,"Fayetteville, NC",-78.9776,35.0846,"Sparks, NV",-119.7157,39.5729,Is Highland CA closer to Fayetteville NC or Sparks NV?,"Fayetteville, NC",False,"Sparks, NV"
543,"Provo, UT",-111.6457,40.2457,"Watertown, NY",-75.9094,43.9734,"Rosemead, CA",-118.0823,34.0689,Is Provo UT closer to Watertown NY or Rosemead CA?,"Watertown, NY",False,"Rosemead, CA"
544,"Kendale Lakes, FL",-80.4078,25.7081,"Kokomo, IN",-86.1277,40.464,"Lauderhill, FL",-80.2242,26.1605,Is Kendale Lakes FL closer to Kokomo IN or Lauderhill FL?,"Kokomo, IN",False,"Lauderhill, FL"
545,"Cheyenne, WY",-104.79,41.1351,"Millcreek, UT",-111.8291,40.6892,"Kissimmee, FL",-81.4164,28.3042,Is Cheyenne WY closer to Millcreek UT or Kissimmee FL?,"Millcreek, UT",True,"Millcreek, UT"
546,"Lancaster, PA",-76.3012,40.0421,"Coon Rapids, MN",-93.3095,45.1755,"Haverhill, MA",-71.0871,42.7838,Is Lancaster PA closer to Coon Rapids MN or Haverhill MA?,"Coon Rapids, MN",False,"Haverhill, MA"
547,"Michigan City, IN",-86.8705,41.7099,"Elyria, OH",-82.1063,41.3761,"Jefferson City, MO",-92.1759,38.5676,Is Michigan City IN closer to Elyria OH or Jefferson City MO?,"Elyria, OH",True,"Elyria, OH"
548,"Gulfport, MS",-89.0703,30.4271,"Prescott Valley, AZ",-112.3176,34.5983,"Port St. Lucie, FL",-80.3883,27.2796,Is Gulfport MS closer to Prescott Valley AZ or Port St. Lucie FL?,"Prescott Valley, AZ",False,"Port St. Lucie, FL"
549,"Staunton, VA",-79.0611,38.1593,"Saginaw, MI",-83.9501,43.4199,"Lancaster, CA",-118.1753,34.6935,Is Staunton VA closer to Saginaw MI or Lancaster CA?,"Saginaw, MI",True,"Saginaw, MI"
550,"Boulder, CO",-105.2523,40.0249,"Fort Collins, CO",-105.0656,40.5478,"Simi Valley, CA",-118.749,34.2663,Is Boulder CO closer to Fort Collins CO or Simi Valley CA?,"Fort Collins, CO",True,"Fort Collins, CO"
551,"New Brunswick, NJ",-74.445,40.487,"Dale City, VA",-77.3459,38.6473,"Auburn, WA",-122.2108,47.3039,Is New Brunswick NJ closer to Dale City VA or Auburn WA?,"Dale City, VA",True,"Dale City, VA"
552,"Lewiston, ID",-116.9934,46.3934,"Pittsburgh, PA",-79.9762,40.4396,"San Juan, PR",-66.0636,18.4037,Is Lewiston ID closer to Pittsburgh PA or San Juan PR?,"Pittsburgh, PA",True,"Pittsburgh, PA"
553,"Severn, MD",-76.6958,39.1355,"Hamilton, OH",-84.5653,39.3938,"Bronx, NY",-73.8662,40.8501,Is Severn MD closer to Hamilton OH or Bronx NY?,"Hamilton, OH",False,"Bronx, NY"
554,"Bartlett, TN",-89.8195,35.2337,"Farmington Hills, MI",-83.3771,42.486,"St. George, UT",-113.577,37.077,Is Bartlett TN closer to Farmington Hills MI or St. George UT?,"Farmington Hills, MI",True,"Farmington Hills, MI"
555,"New Haven, CT",-72.9246,41.3112,"Blacksburg, VA",-80.4279,37.23,"Abilene, TX",-99.7384,32.4543,Is New Haven CT closer to Blacksburg VA or Abilene TX?,"Blacksburg, VA",True,"Blacksburg, VA"
556,"Zephyrhills, FL",-82.1796,28.2408,"Charlottesville, VA",-78.4855,38.0375,"Baldwin Park, CA",-117.9721,34.0829,Is Zephyrhills FL closer to Charlottesville VA or Baldwin Park CA?,"Charlottesville, VA",True,"Charlottesville, VA"
557,"Washington, DC",-77.0163,38.9047,"Newton, MA",-71.2085,42.3316,"Hammond, LA",-90.4563,30.5061,Is Washington DC closer to Newton MA or Hammond LA?,"Newton, MA",True,"Newton, MA"
558,"Pompano Beach, FL",-80.1312,26.2428,"Smyrna, GA",-84.5168,33.8633,"Lake Charles, LA",-93.2122,30.2012,Is Pompano Beach FL closer to Smyrna GA or Lake Charles LA?,"Smyrna, GA",True,"Smyrna, GA"
559,"Mansfield, OH",-82.5275,40.7656,"Castro Valley, CA",-122.0631,37.7091,"South Gate, CA",-118.1926,33.9448,Is Mansfield OH closer to Castro Valley CA or South Gate CA?,"Castro Valley, CA",False,"South Gate, CA"
560,"Anchorage, AK",-149.1091,61.1508,"Passaic, NJ",-74.1282,40.8574,"Kenner, LA",-90.2549,30.0109,Is Anchorage AK closer to Passaic NJ or Kenner LA?,"Passaic, NJ",True,"Passaic, NJ"
561,"Baytown, TX",-94.9669,29.7586,"Cupertino, CA",-122.0465,37.3168,"Ames, IA",-93.6215,42.0259,Is Baytown TX closer to Cupertino CA or Ames IA?,"Cupertino, CA",False,"Ames, IA"
562,"Quincy, MA",-71.0183,42.2516,"Richardson, TX",-96.7093,32.9717,"Carbondale, IL",-89.2238,37.7221,Is Quincy MA closer to Richardson TX or Carbondale IL?,"Richardson, TX",False,"Carbondale, IL"
563,"Burien, WA",-122.3394,47.4762,"Frederick, MD",-77.4141,39.4336,"Riverside, CA",-117.3948,33.9381,Is Burien WA closer to Frederick MD or Riverside CA?,"Frederick, MD",False,"Riverside, CA"
564,"Owensboro, KY",-87.1173,37.7574,"Madison, WI",-89.3931,43.0826,"South Jordan, UT",-111.9782,40.557,Is Owensboro KY closer to Madison WI or South Jordan UT?,"Madison, WI",True,"Madison, WI"
565,"Louisville, KY",-85.6485,38.1663,"Wheaton, IL",-88.1083,41.8561,"Manchester, NH",-71.4447,42.9848,Is Louisville KY closer to Wheaton IL or Manchester NH?,"Wheaton, IL",True,"Wheaton, IL"
566,"Owensboro, KY",-87.1173,37.7574,"Chico, CA",-121.8152,39.7575,"Mount Vernon, NY",-73.8291,40.9136,Is Owensboro KY closer to Chico CA or Mount Vernon NY?,"Chico, CA",False,"Mount Vernon, NY"
567,"Fullerton, CA",-117.9279,33.8841,"Yucaipa, CA",-117.0429,34.0336,"Bossier City, LA",-93.6666,32.5227,Is Fullerton CA closer to Yucaipa CA or Bossier City LA?,"Yucaipa, CA",True,"Yucaipa, CA"
568,"Danbury, CT",-73.471,41.4016,"League City, TX",-95.1087,29.4873,"Watsonville, CA",-121.7706,36.9206,Is Danbury CT closer to League City TX or Watsonville CA?,"League City, TX",True,"League City, TX"
569,"Columbus, GA",-84.8771,32.51,"Hattiesburg, MS",-89.317,31.3074,"Union City, CA",-122.0187,37.603,Is Columbus GA closer to Hattiesburg MS or Union City CA?,"Hattiesburg, MS",True,"Hattiesburg, MS"
570,"Hollywood, FL",-80.1679,26.0294,"Pittsburgh, PA",-79.9762,40.4396,"Savannah, GA",-81.1784,32.0281,Is Hollywood FL closer to Pittsburgh PA or Savannah GA?,"Pittsburgh, PA",False,"Savannah, GA"
571,"New York, NY",-73.9249,40.6943,"Garland, TX",-96.6305,32.91,"Apopka, FL",-81.5304,28.7014,Is New York NY closer to Garland TX or Apopka FL?,"Garland, TX",False,"Apopka, FL"
572,"Madison, AL",-86.7626,34.7114,"Farmington Hills, MI",-83.3771,42.486,"Maple Grove, MN",-93.4626,45.1089,Is Madison AL closer to Farmington Hills MI or Maple Grove MN?,"Farmington Hills, MI",True,"Farmington Hills, MI"
573,"Cleveland, OH",-81.6804,41.4767,"Newton, MA",-71.2085,42.3316,"DeKalb, IL",-88.7482,41.9313,Is Cleveland OH closer to Newton MA or DeKalb IL?,"Newton, MA",False,"DeKalb, IL"
574,"Vista, CA",-117.2386,33.1896,"Brooklyn, NY",-73.9496,40.6501,"Rockford, IL",-89.0641,42.2597,Is Vista CA closer to Brooklyn NY or Rockford IL?,"Brooklyn, NY",False,"Rockford, IL"
575,"Cathedral City, CA",-116.4642,33.8363,"Nashville, TN",-86.7843,36.1715,"Midland, MI",-84.2319,43.6241,Is Cathedral City CA closer to Nashville TN or Midland MI?,"Nashville, TN",True,"Nashville, TN"
576,"Chico, CA",-121.8152,39.7575,"Tyler, TX",-95.3062,32.3184,"Lake Charles, LA",-93.2122,30.2012,Is Chico CA closer to Tyler TX or Lake Charles LA?,"Tyler, TX",True,"Tyler, TX"
577,"Hartford, CT",-72.6834,41.7661,"Brockton, MA",-71.0242,42.0821,"Scottsdale, AZ",-111.8651,33.6872,Is Hartford CT closer to Brockton MA or Scottsdale AZ?,"Brockton, MA",True,"Brockton, MA"
578,"Memphis, TN",-89.9773,35.1046,"Moreno Valley, CA",-117.2045,33.9244,"Brentwood, CA",-121.7191,37.9355,Is Memphis TN closer to Moreno Valley CA or Brentwood CA?,"Moreno Valley, CA",True,"Moreno Valley, CA"
579,"Baytown, TX",-94.9669,29.7586,"Woodland, CA",-121.75,38.6712,"Bloomington, IL",-88.9703,40.4757,Is Baytown TX closer to Woodland CA or Bloomington IL?,"Woodland, CA",False,"Bloomington, IL"
580,"Fort Collins, CO",-105.0656,40.5478,"Peoria, AZ",-112.2989,33.7844,"Blacksburg, VA",-80.4279,37.23,Is Fort Collins CO closer to Peoria AZ or Blacksburg VA?,"Peoria, AZ",True,"Peoria, AZ"
581,"Alton, IL",-90.1523,38.9034,"Stockton, CA",-121.3109,37.9765,"Hammond, LA",-90.4563,30.5061,Is Alton IL closer to Stockton CA or Hammond LA?,"Stockton, CA",False,"Hammond, LA"
582,"Salt Lake City, UT",-111.9306,40.7777,"Lenexa, KS",-94.8018,38.9609,"Hazleton, PA",-75.9724,40.9504,Is Salt Lake City UT closer to Lenexa KS or Hazleton PA?,"Lenexa, KS",True,"Lenexa, KS"
583,"Redwood City, CA",-122.2252,37.5026,"Panama City, FL",-85.6004,30.1995,"Virginia Beach, VA",-76.0435,36.7335,Is Redwood City CA closer to Panama City FL or Virginia Beach VA?,"Virginia Beach, VA",False,"Panama City, FL"
584,"Tinley Park, IL",-87.805,41.567,"Novi, MI",-83.4893,42.4786,"Santa Fe, NM",-105.9819,35.6619,Is Tinley Park IL closer to Novi MI or Santa Fe NM?,"Novi, MI",True,"Novi, MI"
585,"Fishers, IN",-85.9661,39.9589,"Miami Gardens, FL",-80.2426,25.9433,"Bangor, ME",-68.7906,44.8322,Is Fishers IN closer to Miami Gardens FL or Bangor ME?,"Miami Gardens, FL",False,"Bangor, ME"
586,"Sunrise Manor, NV",-115.049,36.1785,"Pottstown, PA",-75.6444,40.2507,"Yucaipa, CA",-117.0429,34.0336,Is Sunrise Manor NV closer to Pottstown PA or Yucaipa CA?,"Pottstown, PA",False,"Yucaipa, CA"
587,"Fayetteville, AR",-94.166,36.0713,"Eden Prairie, MN",-93.4595,44.8488,"Pottstown, PA",-75.6444,40.2507,Is Fayetteville AR closer to Eden Prairie MN or Pottstown PA?,"Eden Prairie, MN",True,"Eden Prairie, MN"
588,"San Marcos, TX",-97.9381,29.8736,"Columbia, SC",-80.9037,34.0376,"Lebanon, PA",-76.4227,40.3412,Is San Marcos TX closer to Columbia SC or Lebanon PA?,"Columbia, SC",True,"Columbia, SC"
589,"Inglewood, CA",-118.3444,33.9566,"Washington, DC",-77.0163,38.9047,"Honolulu, HI",-157.846,21.3294,Is Inglewood CA closer to Washington DC or Honolulu HI?,"Washington, DC",True,"Washington, DC"
590,"Fresno, CA",-119.7941,36.7831,"Clifton, NJ",-74.1575,40.8631,"Staunton, VA",-79.0611,38.1593,Is Fresno CA closer to Clifton NJ or Staunton VA?,"Clifton, NJ",False,"Staunton, VA"
591,"Bellevue, NE",-95.9357,41.1535,"Lehi, UT",-111.8726,40.4136,"Union City, CA",-122.0187,37.603,Is Bellevue NE closer to Lehi UT or Union City CA?,"Lehi, UT",True,"Lehi, UT"
592,"Pasadena, TX",-95.1499,29.6583,"Warner Robins, GA",-83.6529,32.597,"Orland Park, IL",-87.8619,41.6074,Is Pasadena TX closer to Warner Robins GA or Orland Park IL?,"Warner Robins, GA",True,"Warner Robins, GA"
593,"Minneapolis, MN",-93.2678,44.9635,"New Bedford, MA",-70.9428,41.6697,"Cupertino, CA",-122.0465,37.3168,Is Minneapolis MN closer to New Bedford MA or Cupertino CA?,"New Bedford, MA",True,"New Bedford, MA"
594,"Southaven, MS",-89.9787,34.9514,"Carson, CA",-118.2559,33.8374,"Queens, NY",-73.7976,40.7498,Is Southaven MS closer to Carson CA or Queens NY?,"Carson, CA",False,"Queens, NY"
595,"Milford, CT",-73.0616,41.2256,"Lexington, KY",-84.4587,38.0423,"St. Peters, MO",-90.6061,38.7824,Is Milford CT closer to Lexington KY or St. Peters MO?,"Lexington, KY",True,"Lexington, KY"
596,"Redwood City, CA",-122.2252,37.5026,"Shawnee, KS",-94.8076,39.0158,"Williamsport, PA",-77.0371,41.2398,Is Redwood City CA closer to Shawnee KS or Williamsport PA?,"Shawnee, KS",True,"Shawnee, KS"
597,"Rancho Cucamonga, CA",-117.5666,34.1248,"Ithaca, NY",-76.5032,42.4442,"Perris, CA",-117.2233,33.7899,Is Rancho Cucamonga CA closer to Ithaca NY or Perris CA?,"Ithaca, NY",False,"Perris, CA"
598,"Birmingham, AL",-86.7987,33.5277,"Albuquerque, NM",-106.6464,35.1053,"Hanover, PA",-76.9835,39.8117,Is Birmingham AL closer to Albuquerque NM or Hanover PA?,"Albuquerque, NM",False,"Hanover, PA"
599,"White Plains, NY",-73.7549,41.022,"Cheyenne, WY",-104.79,41.1351,"Danbury, CT",-73.471,41.4016,Is White Plains NY closer to Cheyenne WY or Danbury CT?,"Danbury, CT",True,"Danbury, CT"
600,"Weymouth, MA",-70.9466,42.1984,"Tulsa, OK",-95.9042,36.1284,"Bangor, ME",-68.7906,44.8322,Is Weymouth MA closer to Tulsa OK or Bangor ME?,"Bangor, ME",True,"Bangor, ME"
601,"Sugar Land, TX",-95.6357,29.5935,"Mount Pleasant, SC",-79.8204,32.8538,"Montgomery, AL",-86.2666,32.3473,Is Sugar Land TX closer to Mount Pleasant SC or Montgomery AL?,"Montgomery, AL",True,"Montgomery, AL"
602,"Ellicott City, MD",-76.8344,39.2773,"Moore, OK",-97.4758,35.3293,"Sacramento, CA",-121.4683,38.5667,Is Ellicott City MD closer to Moore OK or Sacramento CA?,"Moore, OK",True,"Moore, OK"
603,"Carrollton, TX",-96.8999,32.989,"Fort Smith, AR",-94.3695,35.3493,"Eau Claire, WI",-91.4949,44.8199,Is Carrollton TX closer to Fort Smith AR or Eau Claire WI?,"Fort Smith, AR",True,"Fort Smith, AR"
604,"Athens, GA",-83.3689,33.9508,"Summerville, SC",-80.1799,33.0015,"Odessa, TX",-102.3406,31.8831,Is Athens GA closer to Summerville SC or Odessa TX?,"Summerville, SC",True,"Summerville, SC"
605,"Buffalo, NY",-78.8487,42.9016,"Spartanburg, SC",-81.9257,34.9437,"Weirton, WV",-80.5671,40.406,Is Buffalo NY closer to Spartanburg SC or Weirton WV?,"Spartanburg, SC",False,"Weirton, WV"
606,"Westland, MI",-83.3805,42.3192,"Sebring, FL",-81.453,27.477,"Peabody, MA",-70.9724,42.5335,Is Westland MI closer to Sebring FL or Peabody MA?,"Peabody, MA",True,"Peabody, MA"
607,"Millcreek, UT",-111.8291,40.6892,"Bellingham, WA",-122.4687,48.7543,"Hampton, VA",-76.363,37.0551,Is Millcreek UT closer to Bellingham WA or Hampton VA?,"Hampton, VA",False,"Bellingham, WA"
608,"Seattle, WA",-122.3244,47.6211,"Arlington, VA",-77.1011,38.8786,"Salinas, CA",-121.6317,36.6884,Is Seattle WA closer to Arlington VA or Salinas CA?,"Arlington, VA",False,"Salinas, CA"
609,"Burien, WA",-122.3394,47.4762,"Odessa, TX",-102.3406,31.8831,"Grand Forks, ND",-97.0886,47.9218,Is Burien WA closer to Odessa TX or Grand Forks ND?,"Grand Forks, ND",True,"Grand Forks, ND"
