,city_st,lat,lng,population
5501,"Valley Park,MO",38.5513,-90.4924,6796
5502,"Thousand Palms,CA",33.815,-116.3545,6794
5503,"Amory,MS",33.9813,-88.4823,6794
5504,"Columbus,WI",43.3354,-89.03,6793
5505,"Lake Mathews,CA",33.825,-117.3683,6792
5506,"Marvin,NC",34.989,-80.8032,6792
5507,"Fowler,CA",36.6243,-119.6737,6790
5508,"Fishhook,AK",61.711,-149.2657,6788
5509,"Breinigsville,PA",40.5394,-75.6344,6784
5510,"Lincoln,AL",33.5935,-86.1371,6781
5511,"Myers Corner,NY",41.5947,-73.8744,6777
5512,"South Valley Stream,NY",40.6557,-73.7186,6775
5513,"Millersville,TN",36.3968,-86.7111,6769
5514,"Cortland,OH",41.332,-80.7195,6768
5515,"Guánica,PR",17.9698,-66.9309,6763
5516,"Desert Palms,CA",33.779,-116.293,6755
5517,"Indian River Estates,FL",27.3564,-80.2983,6754
5518,"Pembroke Park,FL",25.9852,-80.1777,6749
5519,"Lake Hallie,WI",44.8921,-91.4199,6747
5520,"Ellettsville,IN",39.2322,-86.6232,6747
5521,"Prairie Grove,AR",35.9858,-94.3048,6740
5522,"Napili-Honokowai,HI",20.9767,-156.6646,6739
5523,"Montevallo,AL",33.1246,-86.8476,6738
5524,"Mount Healthy,OH",39.2338,-84.5469,6736
5525,"Clover Creek,WA",47.1404,-122.3827,6734
5526,"Allendale,NJ",41.0333,-74.1333,6734
5527,"Rupert,ID",42.6189,-113.674,6733
5528,"Snowflake,AZ",34.5225,-110.0913,6733
5529,"Bayville,NY",40.9076,-73.5602,6732
5530,"Litchfield,IL",39.1959,-89.6295,6731
5531,"Maple Glen,PA",40.1778,-75.1793,6726
5532,"Eatonton,GA",33.3258,-83.3886,6725
5533,"Bellwood,VA",37.406,-77.4363,6723
5534,"Lacy-Lakeview,TX",31.6292,-97.1052,6721
5535,"Kosciusko,MS",33.0584,-89.5893,6720
5536,"Orchard Mesa,CO",39.0363,-108.5169,6719
5537,"Roaring Spring,PA",40.3348,-78.3958,6718
5538,"Woodfin,NC",35.6458,-82.5914,6717
5539,"Rumson,NJ",40.3626,-74.0046,6714
5540,"Broadway,VA",38.6083,-78.8016,6712
5541,"Medina,MN",45.0326,-93.5834,6712
5542,"Harrisburg,SD",43.4321,-96.7037,6710
5543,"Bermuda Dunes,CA",33.7434,-116.2874,6704
5544,"Clifton Heights,PA",39.9301,-75.2958,6697
5545,"Wescosville,PA",40.5617,-75.5489,6694
5546,"Roeland Park,KS",39.0358,-94.6374,6688
5547,"Dayton,MN",45.1906,-93.4758,6686
5548,"Lucas Valley-Marinwood,CA",38.0405,-122.5765,6686
5549,"Cherryville,NC",35.3844,-81.3781,6682
5550,"Belfast,ME",44.428,-69.0325,6679
5551,"Nevada,IA",42.0186,-93.4635,6677
5552,"Dunlap,IN",41.6346,-85.9235,6667
5553,"Lauderdale-by-the-Sea,FL",26.199,-80.0972,6664
5554,"Church Hill,TN",36.5204,-82.715,6664
5555,"Potomac Mills,VA",38.6547,-77.3012,6664
5556,"Linwood,NJ",39.3436,-74.5708,6658
5557,"Ashville,OH",39.7239,-82.9575,6658
5558,"Valley Falls,SC",35.0073,-81.9692,6656
5559,"Sandersville,GA",32.9827,-82.8089,6655
5560,"Blairsville,PA",40.4325,-79.2599,6654
5561,"Bridgeport,TX",33.21,-97.7708,6653
5562,"Sturtevant,WI",42.6995,-87.9019,6652
5563,"Litchfield,MN",45.1221,-94.5255,6650
5564,"Cherry Hills Village,CO",39.6375,-104.9481,6647
5565,"Notre Dame,IN",41.7014,-86.2378,6646
5567,"Morrilton,AR",35.1558,-92.7387,6645
5566,"Pocahontas,AR",36.2637,-90.9706,6645
5568,"Barrington,NJ",39.8689,-75.0514,6642
5569,"Belle Haven,VA",38.7775,-77.0574,6640
5570,"Juana Díaz,PR",18.0532,-66.5047,6636
5571,"Tecumseh,OK",35.2639,-96.9338,6636
5572,"Mecca,CA",33.5767,-116.0645,6635
5573,"Mira Monte,CA",34.4284,-119.2853,6633
5574,"Cedarhurst,NY",40.6252,-73.7278,6633
5575,"Folcroft,PA",39.8891,-75.277,6632
5576,"Pea Ridge,WV",38.4154,-82.3188,6632
5577,"Belmont,VA",39.065,-77.4965,6632
5579,"Guadalupe,AZ",33.3664,-111.9633,6631
5578,"Green Knoll,NJ",40.6048,-74.615,6631
5580,"Veneta,OR",44.0471,-123.3514,6628
5581,"North Syracuse,NY",43.1339,-76.1306,6628
5582,"Manorhaven,NY",40.8399,-73.7127,6627
5583,"Battlefield,MO",37.1194,-93.3683,6622
5584,"Puerto Real,PR",18.0762,-67.1861,6621
5585,"North Caldwell,NJ",40.8629,-74.2576,6621
5586,"Beaver Dam,KY",37.4042,-86.8742,6621
5587,"Ladera Heights,CA",33.9972,-118.374,6620
5588,"Winthrop Harbor,IL",42.4805,-87.8294,6618
5589,"Whitmore Lake,MI",42.4235,-83.7524,6618
5590,"Hillsboro,OH",39.2123,-83.6112,6616
5591,"Brewton,AL",31.1111,-87.0737,6615
5592,"Kermit,TX",31.854,-103.0924,6613
5593,"Demopolis,AL",32.498,-87.8298,6612
5594,"Talent,OR",42.2404,-122.7807,6608
5595,"Hamilton,AL",34.1346,-87.9755,6606
5596,"Trinity,NC",35.8756,-80.0093,6606
5597,"Normandy Park,WA",47.4343,-122.3436,6604
5598,"Bridge City,LA",29.9321,-90.1594,6602
5599,"Ambridge,PA",40.5922,-80.2265,6601
5600,"Amite City,LA",30.7323,-90.5133,6600
5601,"Catasauqua,PA",40.6531,-75.4643,6599
5602,"Cocoa West,FL",28.3595,-80.7712,6595
5603,"Forestbrook,SC",33.7243,-78.9678,6591
5604,"Bethel,AK",60.7928,-161.7917,6586
5605,"Ewa Villages,HI",21.3418,-158.039,6585
5606,"Northgate,OH",39.2531,-84.5943,6583
5607,"Oneonta,AL",33.9392,-86.4929,6577
5608,"Mont Belvieu,TX",29.8524,-94.8784,6574
5609,"South Monrovia Island,CA",34.1234,-117.9958,6572
5610,"Cold Spring,KY",39.013,-84.4349,6571
5611,"Keene,TX",32.3955,-97.3226,6568
5612,"Walnut Ridge,AR",36.0851,-90.9463,6568
5613,"Thompson's Station,TN",35.809,-86.8994,6567
5614,"Stickney,IL",41.8183,-87.773,6566
5615,"Green Hill,TN",36.2349,-86.5733,6563
5616,"Rossford,OH",41.5832,-83.5692,6562
5617,"Blackwell,OK",36.8011,-97.3008,6562
5618,"Contra Costa Centre,CA",37.9261,-122.054,6558
5619,"Lawrence,NY",40.6042,-73.7149,6556
5620,"Roslyn Heights,NY",40.7787,-73.6396,6553
5621,"South Hill,NY",42.4113,-76.4883,6551
5623,"Waikoloa Village,HI",19.9285,-155.8185,6549
5622,"Tuckahoe,NY",40.953,-73.823,6549
5624,"Keyes,CA",37.5618,-120.9088,6548
5625,"Cumming,GA",34.2064,-84.1337,6547
5626,"Portage,PA",40.3868,-78.6746,6546
5627,"Fox Point,WI",43.1581,-87.9013,6543
5628,"Slippery Rock,PA",41.0695,-80.058,6541
5629,"Clairton,PA",40.2976,-79.8853,6541
5630,"Oakmont,PA",40.5201,-79.8365,6541
5631,"Fairview,GA",34.9296,-85.294,6540
5632,"Plaquemine,LA",30.2834,-91.2429,6539
5633,"Elkin,NC",36.2621,-80.8441,6536
5636,"Hapeville,GA",33.6609,-84.4093,6534
5637,"Laurence Harbor,NJ",40.4489,-74.2494,6534
5634,"Plattsmouth,NE",41.0053,-95.894,6534
5635,"De Queen,AR",34.0426,-94.342,6534
5638,"Atlantic,IA",41.3957,-95.0138,6526
5639,"Castroville,CA",36.765,-121.7535,6521
5640,"Russells Point,OH",40.468,-83.8939,6517
5641,"Martins Ferry,OH",40.1014,-80.7253,6517
5642,"West View,PA",40.5182,-80.0333,6516
5643,"Milford,MI",42.587,-83.6012,6515
5644,"Kingston,RI",41.4738,-71.5236,6513
5645,"Air Force Academy,CO",38.9942,-104.8639,6512
5646,"De Soto,KS",38.9686,-94.9548,6512
5647,"Avon,CO",39.6445,-106.5133,6511
5648,"Heathcote,NJ",40.3908,-74.5756,6507
5649,"Naples Manor,FL",26.0892,-81.7254,6507
5650,"Rittman,OH",40.9736,-81.7849,6506
5651,"Bangor Base,WA",47.7227,-122.7146,6506
5652,"Anadarko,OK",35.0652,-98.2441,6504
5653,"Schriever,LA",29.7334,-90.831,6500
5654,"Harrah,OK",35.4779,-97.1857,6499
5655,"Monticello,KY",36.8404,-84.8506,6499
5656,"Williamston,MI",42.6835,-84.2836,6498
5657,"Homeacre-Lyndora,PA",40.8721,-79.9211,6498
5658,"Pratt,KS",37.6764,-98.7451,6496
5659,"Basehor,KS",39.1332,-94.9333,6496
5660,"Geneseo,IL",41.4508,-90.154,6495
5662,"Ocean Shores,WA",46.9685,-124.1521,6494
5661,"Severance,CO",40.527,-104.8642,6494
5663,"La Habra Heights,CA",33.9602,-117.951,6492
5664,"Prospect Park,PA",39.8858,-75.3074,6492
5665,"Ambler,PA",40.1564,-75.2215,6491
5666,"East Rochester,NY",43.112,-77.4869,6490
5667,"Mulvane,KS",37.4788,-97.2724,6489
5668,"Camilla,GA",31.2337,-84.2089,6488
5669,"Lynchburg,TN",35.2846,-86.3587,6488
5670,"Hillandale,MD",39.0254,-76.9751,6487
5671,"Stratmoor,CO",38.7732,-104.7787,6484
5672,"Buena Vista,VA",37.7319,-79.3569,6478
5673,"Prairie du Chien,WI",43.0429,-91.1373,6477
5674,"Silver Lake,NC",34.1408,-77.909,6476
5676,"Prestonsburg,KY",37.6816,-82.7662,6473
5675,"Irvington,NY",41.0349,-73.8661,6473
5677,"Moraine,OH",39.6983,-84.2459,6470
5678,"Penn Yan,NY",42.6608,-77.0536,6469
5679,"Forest Glen,MD",39.0191,-77.0445,6469
5680,"Scenic Oaks,TX",29.7038,-98.6713,6469
5681,"Columbia,MS",31.2564,-89.8266,6468
5682,"Genoa,IL",42.0926,-88.6964,6467
5683,"Otis Orchards-East Farms,WA",47.703,-117.0854,6466
5684,"Sidney,MT",47.7152,-104.168,6466
5685,"Darnestown,MD",39.096,-77.3033,6462
5686,"Hebron,KY",39.0626,-84.709,6461
5687,"Glendive,MT",47.1102,-104.7069,6460
5688,"Yorketown,NJ",40.3064,-74.3385,6459
5689,"Lake Murray of Richland,SC",34.1209,-81.2653,6455
5690,"Ironwood,MI",46.4522,-90.1505,6448
5691,"Sealy,TX",29.7676,-96.1679,6446
5692,"Emporia,VA",36.6953,-77.5356,6443
5693,"Carrollton,VA",36.9394,-76.5264,6442
5694,"Inverness Highlands South,FL",28.8007,-82.3371,6441
5695,"East Falmouth,MA",41.5707,-70.5556,6441
5696,"Upper Sandusky,OH",40.8298,-83.2721,6440
5697,"Vine Grove,KY",37.8133,-85.9828,6439
5698,"Litchfield Park,AZ",33.5024,-112.3586,6436
5699,"Devine,TX",29.1457,-98.9049,6436
5700,"Orange Lake,NY",41.5319,-74.0936,6434
5701,"Oelwein,IA",42.6715,-91.9133,6433
5703,"Crystal Lake,FL",28.0371,-81.9063,6431
5702,"Carthage,TX",32.1526,-94.3368,6431
5704,"Hurricane,WV",38.4293,-82.0168,6430
5705,"North Riverside,IL",41.8461,-87.8263,6429
5706,"Cheverly,MD",38.9254,-76.914,6428
5707,"Savage,MD",39.1485,-76.8228,6428
5708,"Bridgeport,MI",43.3706,-83.8828,6425
5709,"Valley City,ND",46.9223,-98.0055,6423
5710,"Salem,IN",38.6048,-86.0977,6422
5711,"Douglas,WY",42.7541,-105.3968,6421
5712,"Greenville,IL",38.8866,-89.3893,6417
5713,"Orlovista,FL",28.5441,-81.4629,6416
5714,"Eudora,KS",38.9345,-95.0957,6415
5715,"Walkersville,MD",39.4832,-77.3559,6415
5716,"Garrett,IN",41.3526,-85.1238,6413
5717,"Bowleys Quarters,MD",39.3198,-76.3858,6412
5718,"Littlestown,PA",39.7452,-77.0892,6409
5719,"Bronxville,NY",40.9394,-73.8263,6408
5720,"Kingston Estates,NJ",39.9188,-74.9898,6407
5721,"Burnet,TX",30.7496,-98.2383,6406
5722,"Lincroft,NJ",40.3391,-74.1283,6405
5723,"Jordan,MN",44.6652,-93.6351,6402
5724,"Hampstead,MD",39.6104,-76.855,6401
5725,"Carolina Beach,NC",34.0396,-77.8966,6399
5726,"Mount Vernon,IA",41.923,-91.4244,6398
5727,"Lionville,PA",40.0524,-75.644,6398
5728,"Ramtown,NJ",40.1144,-74.1492,6393
5729,"Rockford,MI",43.1266,-85.5582,6391
5732,"Abilene,KS",38.9229,-97.2251,6390
5730,"Steilacoom,WA",47.1703,-122.5934,6390
5731,"Opp,AL",31.2848,-86.257,6390
5734,"Aptos,CA",36.9912,-121.8934,6387
5733,"Rhome,TX",33.0647,-97.4779,6387
5735,"Belpre,OH",39.2815,-81.5971,6386
5736,"Crockett,TX",31.3177,-95.4564,6385
5737,"Ellenville,NY",41.7009,-74.3609,6384
5738,"East End,AR",34.5554,-92.3261,6384
5739,"Rushville,IN",39.6172,-85.4463,6383
5740,"International Falls,MN",48.5884,-93.4083,6382
5741,"Rogersville,TN",36.4081,-83.0043,6380
5742,"Prosser,WA",46.2068,-119.7662,6380
5743,"West Point,NY",41.3642,-74.0118,6379
5745,"Richboro,PA",40.2262,-75.0006,6378
5744,"Nephi,UT",39.7072,-111.8323,6378
5746,"Cullowhee,NC",35.3107,-83.1815,6377
5747,"Mims,FL",28.6928,-80.8468,6375
5748,"Village of Oak Creek,AZ",34.7813,-111.7606,6375
5749,"Jasper,GA",34.471,-84.4496,6374
5750,"Nitro,WV",38.4119,-81.8194,6373
5751,"Wharton,NJ",40.8999,-74.5808,6369
5752,"Johnsburg,IL",42.383,-88.2476,6368
5753,"Fort Riley,KS",39.1111,-96.8138,6368
5754,"Sunbury,OH",40.2485,-82.8804,6367
5755,"Wollochet,WA",47.2828,-122.5769,6365
5756,"Keyser,WV",39.4394,-78.9822,6361
5757,"Kathleen,FL",28.1224,-82.0387,6358
5758,"Combee Settlement,FL",28.0596,-81.9053,6357
5759,"Henderson,TN",35.4446,-88.6531,6357
5760,"Cynthiana,KY",38.386,-84.2993,6356
5761,"Tabor City,NC",34.1538,-78.8737,6355
5762,"North Fort Lewis,WA",47.122,-122.5966,6355
5763,"West Hattiesburg,MS",31.3114,-89.374,6352
5764,"Allegan,MI",42.5299,-85.8462,6350
5765,"Dacula,GA",33.9816,-83.8951,6350
5766,"Schuyler,NE",41.4497,-97.0619,6348
5767,"Tipton,IN",40.282,-86.0422,6348
5768,"Clarkston Heights-Vineland,WA",46.3876,-117.0831,6348
5769,"Galax,VA",36.6661,-80.9176,6347
5771,"Swarthmore,PA",39.9023,-75.3488,6346
5770,"Jan Phyl Village,FL",28.0201,-81.7933,6346
5772,"Carmel Hamlet,NY",41.415,-73.6855,6345
5773,"Gladewater,TX",32.5426,-94.9465,6341
5774,"Iowa Park,TX",33.9622,-98.6819,6339
5775,"Yaphank,NY",40.8323,-72.9233,6338
5776,"St. John,MO",38.7148,-90.3462,6338
5777,"Theodore,AL",30.5408,-88.1884,6334
5778,"Pepper Pike,OH",41.4801,-81.4619,6330
5779,"Red Lion,PA",39.8986,-76.6078,6330
5780,"Hamlet,NC",34.8891,-79.7099,6328
5781,"White Oak,TX",32.5313,-94.8564,6322
5782,"Comstock Northwest,MI",42.3219,-85.518,6318
5783,"Islamorada, Village of Islands,FL",24.9408,-80.6097,6317
5784,"Mascotte,FL",28.611,-81.9107,6315
5785,"Pass Christian,MS",30.327,-89.2436,6307
5786,"Jeanerette,LA",29.9157,-91.6758,6303
5787,"Delano,MN",45.0383,-93.7922,6302
5788,"Waveland,MS",30.293,-89.3904,6302
5789,"North Hobbs,NM",32.7731,-103.125,6301
5790,"Forest Hills,PA",40.4251,-79.8544,6298
5791,"El Rio,CA",34.2452,-119.1568,6297
5792,"Lely Resort,FL",26.0889,-81.7031,6295
5793,"East Porterville,CA",36.0573,-118.9713,6291
5794,"Ranchettes,WY",41.2186,-104.7729,6289
5795,"Boiling Spring Lakes,NC",34.0322,-78.068,6287
5796,"Stone Mountain,GA",33.8034,-84.1724,6281
5797,"Covedale,OH",39.1267,-84.637,6277
5798,"California,PA",40.0692,-79.9152,6276
5799,"St. Robert,MO",37.8244,-92.1532,6275
5800,"New Castle,CO",39.5776,-107.5267,6275
5801,"Howland Center,OH",41.2483,-80.7444,6269
5802,"Pigeon Forge,TN",35.7977,-83.5623,6266
5803,"Huntington Woods,MI",42.4816,-83.1685,6265
5804,"Richmond,MI",42.8094,-82.7518,6262
5805,"Fairwood,MD",38.9565,-76.778,6261
5806,"East Glenville,NY",42.8614,-73.9206,6259
5807,"Lake Alfred,FL",28.1041,-81.7264,6257
5808,"Snyderville,UT",40.7042,-111.5438,6255
5809,"Morris Plains,NJ",40.8357,-74.4786,6255
5810,"Powell,WY",44.7958,-108.7681,6253
5812,"Enola,PA",40.2908,-76.9348,6251
5811,"Hampshire,IL",42.1124,-88.5122,6251
5815,"Corcoran,MN",45.1089,-93.5837,6250
5813,"Salton City,CA",33.2994,-115.9609,6250
5814,"Blue Bell,PA",40.1474,-75.2687,6250
5816,"Ocean City,FL",30.4398,-86.6071,6249
5817,"Walker,LA",30.485,-90.8656,6248
5818,"St. James,NC",33.9467,-78.1132,6248
5819,"Camp Swift,TX",30.1885,-97.2933,6244
5820,"South Run,VA",38.7467,-77.2754,6243
5821,"Pecan Plantation,TX",32.3628,-97.6554,6243
5822,"New Whiteland,IN",39.5617,-86.0996,6241
5823,"Cameron Park,TX",25.9705,-97.4775,6241
5824,"Sylvester,GA",31.53,-83.8338,6240
5825,"Boonville,IN",38.0469,-87.2846,6238
5826,"Boothwyn,PA",39.8357,-75.4453,6236
5827,"Orange Beach,AL",30.2941,-87.5851,6235
5828,"Buena Vista,MI",43.4196,-83.8992,6234
5829,"Solvay,NY",43.0573,-76.2126,6234
5830,"Champion Heights,OH",41.3031,-80.8514,6233
5831,"East Foothills,CA",37.3827,-121.8138,6233
5832,"South Gate Ridge,FL",27.2856,-82.497,6232
5833,"Newberry,FL",29.6385,-82.6057,6231
5834,"Saranap,CA",37.8878,-122.076,6231
5835,"Glenwood,IA",41.0446,-95.7408,6226
5836,"Kenedy,TX",28.8176,-97.8518,6223
5837,"Pimmit Hills,VA",38.9105,-77.1991,6223
5838,"Edinboro,PA",41.8762,-80.1246,6222
5840,"Addis,LA",30.3652,-91.2659,6221
5839,"Fruit Heights,UT",41.0277,-111.9081,6221
5841,"Wailea,HI",20.6873,-156.4291,6218
5842,"Chelan,WA",47.8414,-120.0263,6212
5843,"Pea Ridge,AR",36.449,-94.1211,6211
5844,"Blakely,PA",41.4859,-75.6012,6210
5845,"Grayson Valley,AL",33.6469,-86.6414,6209
5846,"Corry,PA",41.9259,-79.6358,6208
5847,"Twin Lakes,WI",42.5192,-88.2489,6204
5848,"Avra Valley,AZ",32.4195,-111.3393,6203
5849,"Kennett Square,PA",39.8438,-75.7113,6202
5850,"Everman,TX",32.6296,-97.2827,6201
5851,"Union Gap,WA",46.5566,-120.4977,6200
5852,"Satsuma,AL",30.8577,-88.0632,6190
5853,"Sheridan,CO",39.6466,-105.0181,6183
5854,"Leonardtown,MD",38.3039,-76.6396,6182
5855,"Eastman,GA",32.1973,-83.1714,6180
5856,"High Springs,FL",29.808,-82.5949,6178
5857,"University at Buffalo,NY",43.0025,-78.7887,6174
5858,"Huntingburg,IN",38.301,-86.9622,6170
5859,"Pontotoc,MS",34.2532,-89.0091,6169
5860,"East Farmingdale,NY",40.7336,-73.4169,6168
5861,"Clyde,OH",41.3046,-82.9782,6166
5862,"Eagar,AZ",34.1058,-109.2956,6164
5863,"Branford Center,CT",41.2779,-72.8148,6163
5864,"Rib Mountain,WI",44.9196,-89.6763,6163
5865,"Henryetta,OK",35.4421,-95.9848,6162
5866,"Montgomery,PA",41.1709,-76.874,6159
5867,"Simsbury Center,CT",41.8808,-72.8111,6154
5868,"Clinton,IN",39.6608,-87.4045,6152
5869,"Evansville,WI",42.7781,-89.2967,6152
5870,"Lanett,AL",32.8571,-85.2081,6151
5871,"Raleigh Hills,OR",45.4852,-122.7567,6146
5872,"Bridgewater,VA",38.3862,-78.9674,6145
5873,"Glenarden,MD",38.9293,-76.8577,6143
5874,"East Pasadena,CA",34.1377,-118.0776,6143
5875,"Pelican Bay,FL",26.2326,-81.8108,6140
5876,"West Loch Estate,HI",21.3617,-158.0246,6139
5877,"Tequesta,FL",26.9618,-80.1011,6138
5878,"Elm Grove,WI",43.0479,-88.0867,6136
5879,"Carlstadt,NJ",40.8247,-74.0613,6132
5881,"Cochran,GA",32.3875,-83.3523,6131
5882,"Lakeview,NY",40.6775,-73.6493,6131
5880,"North Windham,ME",43.8238,-70.4288,6131
5883,"Binghamton University,NY",42.0893,-75.9684,6130
5884,"Eucalyptus Hills,CA",32.885,-116.9453,6129
5885,"Arlington Heights,PA",41.0039,-75.2116,6129
5886,"Independence,IA",42.4622,-91.9027,6124
5887,"Laurel Bay,SC",32.4599,-80.7869,6124
5888,"Garrettsville,OH",41.2843,-81.0933,6123
5889,"Gardnerville,NV",38.939,-119.7369,6121
5890,"Isanti,MN",45.4928,-93.2407,6120
5891,"Punxsutawney,PA",40.9437,-78.9767,6117
5892,"Country Homes,WA",47.7478,-117.4196,6117
5893,"Wailua Homesteads,HI",22.065,-159.3771,6117
5894,"Fruitridge Pocket,CA",38.5326,-121.4558,6116
5896,"Princeton,KY",37.1068,-87.8854,6115
5895,"Sidney,NE",41.134,-102.9681,6115
5897,"Bartonville,IL",40.6398,-89.6608,6113
5898,"Chena Ridge,AK",64.7941,-148.0357,6111
5899,"Pauls Valley,OK",34.7236,-97.2291,6110
5900,"Munford,TN",35.4433,-89.8148,6109
5901,"Tarrant,AL",33.5945,-86.7684,6109
5902,"Los Chaves,NM",34.7332,-106.7631,6109
5903,"Los Ranchos de Albuquerque,NM",35.1625,-106.6481,6108
5904,"Edgewood,NM",35.1318,-106.2151,6107
5905,"Aquia Harbour,VA",38.4597,-77.3806,6106
5906,"Indian Hills,NV",39.0894,-119.7977,6104
5907,"El Granada,CA",37.5134,-122.466,6102
5908,"Stewartville,MN",43.8605,-92.4896,6094
5909,"Bensley,VA",37.447,-77.442,6092
5910,"Shrewsbury,MO",38.5866,-90.3282,6091
5911,"Alpine,TX",30.364,-103.665,6090
5912,"Harlan,KY",36.8432,-83.3184,6089
5913,"Larchmont,NY",40.9258,-73.7529,6087
5914,"Willard,OH",41.0518,-82.7232,6086
5915,"Ontario,OH",40.771,-82.6105,6084
5916,"Wheelersburg,OH",38.7383,-82.8421,6082
5917,"Cheshire Village,CT",41.5026,-72.8993,6082
5918,"Pleasure Point,CA",36.9618,-121.9715,6076
5919,"Arroyo,PR",17.9706,-66.0609,6076
5920,"Clifton Springs,NY",42.9608,-77.1348,6072
5921,"South Williamsport,PA",41.2294,-77.0009,6068
5922,"Nelsonville,OH",39.456,-82.2219,6050
5923,"Childress,TX",34.4293,-100.2516,6048
5924,"Deschutes River Woods,OR",43.9887,-121.3608,6044
5925,"Brookhaven,WV",39.6062,-79.8812,6043
5926,"Carrizo Springs,TX",28.5266,-99.8589,6043
5927,"Riverside,MD",39.4777,-76.2385,6038
5928,"Barbourville,KY",36.8667,-83.885,6036
5929,"Dacono,CO",40.062,-104.9484,6034
5930,"Union,KY",38.9472,-84.6731,6034
5931,"Tea,SD",43.4511,-96.834,6031
5932,"Rensselaer,IN",40.9375,-87.1684,6029
5933,"Pinehurst,TX",30.1889,-95.7017,6021
5934,"Finley,WA",46.1697,-119.0446,6021
5935,"Cumberland,IN",39.7844,-85.9458,6017
5936,"Chillicothe,IL",40.9157,-89.502,6012
5937,"Fort Shawnee,OH",40.6814,-84.1487,6009
5938,"Metropolis,IL",37.1565,-88.7083,6008
5939,"Maquoketa,IA",42.0598,-90.6651,6007
5940,"Watchung,NJ",40.6432,-74.4391,6006
5941,"Davenport,FL",28.1588,-81.6084,6005
5942,"Portland,IN",40.4375,-84.9833,6002
5943,"Williamsburg,KY",36.7392,-84.1647,6002
5944,"Du Quoin,IL",38.0019,-89.2323,6001
5945,"Baldwin,WI",44.954,-92.3709,6000
5946,"Elburn,IL",41.8838,-88.4615,5997
5947,"Ashton-Sandy Spring,MD",39.1515,-77.0065,5997
5948,"Kingston,TN",35.8713,-84.4959,5994
5949,"Homeland Park,SC",34.4644,-82.6593,5988
5952,"Winfield,IN",41.4098,-87.2623,5987
5950,"Lewistown,MT",47.0514,-109.4524,5987
5951,"Durham,CA",39.6232,-121.7875,5987
5953,"Cut Off,LA",29.5164,-90.3291,5985
5954,"District Heights,MD",38.8588,-76.8885,5984
5955,"Louisville,MS",33.1224,-89.0553,5983
5956,"Northern Cambria,PA",40.6561,-78.7784,5981
5957,"Pevely,MO",38.2863,-90.4005,5978
5958,"South Monroe,MI",41.893,-83.4179,5977
5959,"Naval Academy,MD",38.9859,-76.488,5970
5960,"North Hills,NY",40.7765,-73.6778,5969
5961,"Lakemoor,IL",42.3396,-88.2038,5967
5962,"Trooper,PA",40.1489,-75.3995,5965
5963,"Vail,CO",39.6386,-106.3607,5964
5964,"Inniswold,LA",30.3982,-91.071,5963
5965,"Steelton,PA",40.2258,-76.8254,5962
5966,"Northville,MI",42.4355,-83.489,5958
5967,"Johnson Lane,NV",39.0489,-119.7245,5957
5968,"Lucerne Valley,CA",34.4427,-116.9021,5956
5969,"St. Clair,MO",38.3479,-90.9934,5955
5970,"East Alton,IL",38.884,-90.1073,5954
5971,"Rocky Mount,VA",37.0045,-79.8854,5953
5972,"Savannah,TX",33.2257,-96.9082,5953
5973,"Barnhart,MO",38.336,-90.4046,5948
5974,"Mila Doce,TX",26.223,-97.9601,5947
5975,"Gowanda,NY",42.4612,-78.9339,5945
5976,"Shields,MI",43.4174,-84.0731,5945
5978,"Gray,LA",29.6776,-90.7833,5944
5977,"Progreso,TX",26.0962,-97.9566,5944
5979,"Westville,IN",41.5375,-86.9049,5943
5980,"Yoakum,TX",29.2933,-97.1469,5940
5981,"Darlington,SC",34.3015,-79.867,5940
5982,"Raton,NM",36.8849,-104.4396,5938
5983,"Goodrich,MI",42.9147,-83.5092,5935
5984,"Countryside,IL",41.7741,-87.8752,5933
5985,"Sullivan City,TX",26.2752,-98.5644,5932
5986,"Penn Wynne,PA",39.9867,-75.2715,5932
5987,"Paradise,CA",39.7558,-121.6063,5928
5988,"Pagosa Springs,CO",37.2674,-107.0307,5927
5989,"Woodcreek,TX",30.0266,-98.1115,5925
5991,"Homer,AK",59.653,-151.5255,5922
5990,"Dumfries,VA",38.567,-77.3233,5922
5992,"Wesley Hills,NY",41.1579,-74.0768,5919
5993,"Mineola,TX",32.6461,-95.4775,5919
5994,"Finderne,NJ",40.5626,-74.5743,5919
5995,"Zebulon,NC",35.8318,-78.3162,5917
5996,"Cresaptown,MD",39.5912,-78.855,5916
5997,"Granville,OH",40.0648,-82.5023,5916
5998,"Staunton,IL",39.0117,-89.7906,5913
5999,"Taylor,PA",41.3957,-75.7147,5913
6000,"Roanoke,AL",33.1454,-85.3694,5913
6001,"Greenacres,CA",35.3831,-119.1184,5911
6002,"Eagleton Village,TN",35.7885,-83.9363,5903
6003,"Selinsgrove,PA",40.8003,-76.8647,5902
6004,"Hampstead,NC",34.3627,-77.7318,5901
6005,"Norwood,PA",39.8865,-75.2964,5897
6006,"Sweetwater,TN",35.6029,-84.4717,5895
6007,"Old Tappan,NJ",41.0163,-73.9856,5894
6008,"Willard,MO",37.2929,-93.4171,5891
6009,"Madisonville,TN",35.5233,-84.363,5890
6010,"Loudon,TN",35.7413,-84.3704,5890
6011,"Slaton,TX",33.4421,-101.6476,5890
6012,"Chamberlayne,VA",37.628,-77.4288,5888
6013,"Montezuma,GA",32.2997,-84.0246,5887
