City1,City1_long,City1_lat,City2,City2_long,City2_lat,City3,City3_long,City3_lat,Prompt,Response,correct
"Hesperia, CA",-117.3147,34.3975,"Upland, CA",-117.6603,34.1178,"San Tan Valley, AZ",-111.5472,33.1879,Is Hesperia CA closer to Upland CA or San Tan Valley AZ?,"San Tan Valley, AZ",0
"Harrisonburg, VA",-78.8735,38.4361,"Bozeman, MT",-111.0552,45.6832,"Wheeling, WV",-80.6951,40.0752,Is Harrisonburg VA closer to Bozeman MT or Wheeling WV?,"Bozeman, MT",1
"Kendale Lakes, FL",-80.4078,25.7081,"Newark, NJ",-74.1725,40.7245,"Bryan, TX",-96.3668,30.6657,Is Kendale Lakes FL closer to Newark NJ or Bryan TX?,"Newark, NJ",1
"Danbury, CT",-73.471,41.4016,"Bethlehem, PA",-75.3679,40.6266,"Springfield, IL",-89.6538,39.771,Is Danbury CT closer to Bethlehem PA or Springfield IL?,"Bethlehem, PA",0
"Lansing, MI",-84.5601,42.7142,"Fremont, CA",-121.9852,37.5265,"Chandler, AZ",-111.8516,33.2826,Is Lansing MI closer to Fremont CA or Chandler AZ?,"Fremont, CA",1
"Stockton, CA",-121.3109,37.9765,"Brentwood, NY",-73.2522,40.7839,"Stillwater, OK",-97.074,36.1316,Is Stockton CA closer to Brentwood NY or Stillwater OK?,"Brentwood, NY",1
"Palm Bay, FL",-80.6627,27.955,"Oxnard, CA",-119.1815,34.1963,"Texarkana, TX",-94.0815,33.4487,Is Palm Bay FL closer to Oxnard CA or Texarkana TX?,"Oxnard, CA",1
"Amarillo, TX",-101.8311,35.1988,"Sandy Springs, GA",-84.3703,33.9366,"Bozeman, MT",-111.0552,45.6832,Is Amarillo TX closer to Sandy Springs GA or Bozeman MT?,"Sandy Springs, GA",1
"Glendora, CA",-117.8468,34.1449,"Overland Park, KS",-94.687,38.887,"Alafaya, FL",-81.1865,28.5278,Is Glendora CA closer to Overland Park KS or Alafaya FL?,"Overland Park, KS",0
"Bethesda, MD",-77.1188,38.9866,"Columbia, MD",-76.859,39.2004,"Lakewood, CA",-118.1221,33.8471,Is Bethesda MD closer to Columbia MD or Lakewood CA?,"Columbia, MD",0
"Lake Charles, LA",-93.2122,30.2012,"Homestead, FL",-80.4472,25.4665,"Duluth, MN",-92.1392,46.7756,Is Lake Charles LA closer to Homestead FL or Duluth MN?,"Homestead, FL",0
"Lynwood, CA",-118.2017,33.924,"Dale City, VA",-77.3459,38.6473,"Lacey, WA",-122.7934,47.046,Is Lynwood CA closer to Dale City VA or Lacey WA?,"Dale City, VA",1
"Port Arthur, TX",-93.9264,29.8554,"Clearwater, FL",-82.7622,27.9789,"Columbus, OH",-82.985,39.9862,Is Port Arthur TX closer to Clearwater FL or Columbus OH?,"Clearwater, FL",0
"Bethlehem, PA",-75.3679,40.6266,"Hialeah, FL",-80.3046,25.8696,"Rocklin, CA",-121.2488,38.8075,Is Bethlehem PA closer to Hialeah FL or Rocklin CA?,"Hialeah, FL",0
"Lake Elsinore, CA",-117.3344,33.6847,"Miami, FL",-80.2102,25.7839,"Auburn, WA",-122.2108,47.3039,Is Lake Elsinore CA closer to Miami FL or Auburn WA?,"Miami, FL",1
"Brunswick, GA",-81.474,31.145,"Beloit, WI",-89.0184,42.523,"Henderson, NV",-115.038,36.0133,Is Brunswick GA closer to Beloit WI or Henderson NV?,"Beloit, WI",0
"Lynn, MA",-70.9663,42.4779,"Casper, WY",-106.3207,42.842,"Taylorsville, UT",-111.9493,40.657,Is Lynn MA closer to Casper WY or Taylorsville UT?,"Casper, WY",0
"Seaside, CA",-121.8191,36.6224,"Glendora, CA",-117.8468,34.1449,"Greeley, CO",-104.7706,40.4151,Is Seaside CA closer to Glendora CA or Greeley CO?,"Glendora, CA",0
"Louisville, KY",-85.6485,38.1663,"Kendale Lakes, FL",-80.4078,25.7081,"Morristown, TN",-83.3006,36.2046,Is Louisville KY closer to Kendale Lakes FL or Morristown TN?,"Kendale Lakes, FL",1
"Daly City, CA",-122.4685,37.6862,"Huntersville, NC",-80.8727,35.4058,"Garland, TX",-96.6305,32.91,Is Daly City CA closer to Huntersville NC or Garland TX?,"Huntersville, NC",1
"Portland, ME",-70.2715,43.6773,"Wilmington, DE",-75.5413,39.7415,"Davis, CA",-121.7365,38.5552,Is Portland ME closer to Wilmington DE or Davis CA?,"Wilmington, DE",0
"Binghamton, NY",-75.9093,42.1014,"Rochester, MN",-92.4778,44.0151,"Round Lake Beach, IL",-88.0811,42.379,Is Binghamton NY closer to Rochester MN or Round Lake Beach IL?,"Rochester, MN",1
"Summerville, SC",-80.1799,33.0015,"Myrtle Beach, SC",-78.8843,33.7096,"Skokie, IL",-87.74,42.0359,Is Summerville SC closer to Myrtle Beach SC or Skokie IL?,"Myrtle Beach, SC",0
"Atascocita, TX",-95.1953,29.9777,"Bellevue, WA",-122.1535,47.5951,"Monessen, PA",-79.8828,40.1519,Is Atascocita TX closer to Bellevue WA or Monessen PA?,"Bellevue, WA",1
"Orland Park, IL",-87.8619,41.6074,"Salem, OR",-123.0246,44.9231,"Cathedral City, CA",-116.4642,33.8363,Is Orland Park IL closer to Salem OR or Cathedral City CA?,"Salem, OR",1
"Taunton, MA",-71.0943,41.9036,"Largo, FL",-82.7711,27.9088,"Winchester, VA",-78.1746,39.1735,Is Taunton MA closer to Largo FL or Winchester VA?,"Largo, FL",1
"Brunswick, GA",-81.474,31.145,"Springdale, AR",-94.1574,36.1899,"North Las Vegas, NV",-115.0901,36.288,Is Brunswick GA closer to Springdale AR or North Las Vegas NV?,"Springdale, AR",0
"The Woodlands, TX",-95.5134,30.1738,"Meridian, ID",-116.3968,43.6112,"Johns Creek, GA",-84.2027,34.0333,Is The Woodlands TX closer to Meridian ID or Johns Creek GA?,"Meridian, ID",1
"Petaluma, CA",-122.6267,38.2423,"Fall River, MA",-71.1014,41.7137,"Vacaville, CA",-121.968,38.359,Is Petaluma CA closer to Fall River MA or Vacaville CA?,"Vacaville, CA",1
"Chambersburg, PA",-77.6556,39.9315,"Sahuarita, AZ",-110.9654,31.9323,"Lewisville, TX",-96.9823,33.0452,Is Chambersburg PA closer to Sahuarita AZ or Lewisville TX?,"Lewisville, TX",1
"San Francisco, CA",-122.443,37.7562,"Midwest City, OK",-97.3709,35.463,"Westminster, CA",-117.9938,33.7523,Is San Francisco CA closer to Midwest City OK or Westminster CA?,"Westminster, CA",1
"Norwalk, CT",-73.4215,41.1144,"Pittsburgh, PA",-79.9762,40.4396,"Spring Valley, NV",-115.2619,36.0987,Is Norwalk CT closer to Pittsburgh PA or Spring Valley NV?,"Pittsburgh, PA",0
"Surprise, AZ",-112.4524,33.68,"Rosemead, CA",-118.0823,34.0689,"Joplin, MO",-94.5018,37.0758,Is Surprise AZ closer to Rosemead CA or Joplin MO?,"Rosemead, CA",0
"Dalton, GA",-84.9712,34.769,"High Point, NC",-79.9938,35.9907,"Rockville, MD",-77.1552,39.0834,Is Dalton GA closer to High Point NC or Rockville MD?,"High Point, NC",0
"Leominster, MA",-71.7717,42.5209,"Baldwin Park, CA",-117.9721,34.0829,"Lafayette, CO",-105.0997,39.9949,Is Leominster MA closer to Baldwin Park CA or Lafayette CO?,"Lafayette, CO",1
"Oceanside, CA",-117.3083,33.2247,"Westland, MI",-83.3805,42.3192,"Las Vegas, NV",-115.2654,36.2333,Is Oceanside CA closer to Westland MI or Las Vegas NV?,"Las Vegas, NV",1
"Bloomington, MN",-93.3151,44.8306,"Davis, CA",-121.7365,38.5552,"Rogers, AR",-94.1526,36.3172,Is Bloomington MN closer to Davis CA or Rogers AR?,"Davis, CA",1
"Mayagüez, PR",-67.1397,18.2003,"Dale City, VA",-77.3459,38.6473,"Chapel Hill, NC",-79.0391,35.927,Is Mayagüez PR closer to Dale City VA or Chapel Hill NC?,"Dale City, VA",1
"Kennewick, WA",-119.1732,46.1978,"Fremont, CA",-121.9852,37.5265,"Orland Park, IL",-87.8619,41.6074,Is Kennewick WA closer to Fremont CA or Orland Park IL?,"Fremont, CA",0
"North Las Vegas, NV",-115.0901,36.288,"Aloha, OR",-122.8726,45.492,"Collierville, TN",-89.6988,35.0471,Is North Las Vegas NV closer to Aloha OR or Collierville TN?,"Aloha, OR",0
"Cranston, RI",-71.4857,41.7658,"Inglewood, CA",-118.3444,33.9566,"Austin, TX",-97.7522,30.3004,Is Cranston RI closer to Inglewood CA or Austin TX?,"Austin, TX",1
"Monterey Park, CA",-118.1326,34.0497,"Fullerton, CA",-117.9279,33.8841,"Fort Smith, AR",-94.3695,35.3493,Is Monterey Park CA closer to Fullerton CA or Fort Smith AR?,"Fullerton, CA",0
"Wausau, WI",-89.6459,44.962,"Springfield, MO",-93.2916,37.1943,"Highland, CA",-117.1654,34.1113,Is Wausau WI closer to Springfield MO or Highland CA?,"Springfield, MO",0
"La Mesa, CA",-117.0204,32.7703,"Asheville, NC",-82.5536,35.5704,"Lancaster, CA",-118.1753,34.6935,Is La Mesa CA closer to Asheville NC or Lancaster CA?,"Asheville, NC",1
"Plantation, FL",-80.2617,26.126,"Grand Prairie, TX",-97.0209,32.6872,"Clovis, CA",-119.6831,36.8278,Is Plantation FL closer to Grand Prairie TX or Clovis CA?,"Grand Prairie, TX",0
"Apple Valley, CA",-117.2104,34.5328,"Bloomington, MN",-93.3151,44.8306,"New York, NY",-73.9249,40.6943,Is Apple Valley CA closer to Bloomington MN or New York NY?,"Bloomington, MN",0
"Vancouver, WA",-122.5967,45.6366,"Bloomington, IN",-86.5257,39.1637,"Columbia, SC",-80.9037,34.0376,Is Vancouver WA closer to Bloomington IN or Columbia SC?,"Columbia, SC",0
"Margate, FL",-80.2119,26.2466,"Waldorf, MD",-76.9195,38.6085,"Pottstown, PA",-75.6444,40.2507,Is Margate FL closer to Waldorf MD or Pottstown PA?,"Waldorf, MD",0
"Cary, NC",-78.8191,35.782,"Staunton, VA",-79.0611,38.1593,"Santa Rosa, CA",-122.7067,38.4458,Is Cary NC closer to Staunton VA or Santa Rosa CA?,"Staunton, VA",0
"Lakewood, WA",-122.5299,47.1628,"Panama City, FL",-85.6004,30.1995,"Fall River, MA",-71.1014,41.7137,Is Lakewood WA closer to Panama City FL or Fall River MA?,"Fall River, MA",0
"Spring, TX",-95.383,30.0613,"Oshkosh, WI",-88.5619,44.0228,"Palm Beach Gardens, FL",-80.1679,26.8466,Is Spring TX closer to Oshkosh WI or Palm Beach Gardens FL?,"Oshkosh, WI",1
"Grapevine, TX",-97.0744,32.9343,"Germantown, MD",-77.2643,39.1755,"Indianapolis, IN",-86.1458,39.7771,Is Grapevine TX closer to Germantown MD or Indianapolis IN?,"Germantown, MD",1
"Richardson, TX",-96.7093,32.9717,"Athens, GA",-83.3689,33.9508,"Dover, DE",-75.5203,39.161,Is Richardson TX closer to Athens GA or Dover DE?,"Athens, GA",0
"Arlington, TX",-97.125,32.6998,"Commerce City, CO",-104.8434,39.8642,"Pittsburgh, PA",-79.9762,40.4396,Is Arlington TX closer to Commerce City CO or Pittsburgh PA?,"Commerce City, CO",0
"Athens, GA",-83.3689,33.9508,"Kennewick, WA",-119.1732,46.1978,"Wichita Falls, TX",-98.5291,33.9072,Is Athens GA closer to Kennewick WA or Wichita Falls TX?,"Kennewick, WA",1
"Baldwin Park, CA",-117.9721,34.0829,"St. Joseph, MO",-94.821,39.7599,"Yonkers, NY",-73.8674,40.9466,Is Baldwin Park CA closer to St. Joseph MO or Yonkers NY?,"St. Joseph, MO",0
"Staunton, VA",-79.0611,38.1593,"Manhattan, NY",-73.9662,40.7834,"Bradenton, FL",-82.5739,27.49,Is Staunton VA closer to Manhattan NY or Bradenton FL?,"Manhattan, NY",0
"Kingston, NY",-73.9968,41.9295,"Orlando, FL",-81.3369,28.4772,"South San Francisco, CA",-122.4197,37.6536,Is Kingston NY closer to Orlando FL or South San Francisco CA?,"Orlando, FL",0
"Fairfield, CA",-122.0324,38.2592,"Centreville, VA",-77.4388,38.8391,"Warner Robins, GA",-83.6529,32.597,Is Fairfield CA closer to Centreville VA or Warner Robins GA?,"Centreville, VA",1
"Vineland, NJ",-74.9981,39.4653,"Lakeville, MN",-93.252,44.6774,"Bethesda, MD",-77.1188,38.9866,Is Vineland NJ closer to Lakeville MN or Bethesda MD?,"Lakeville, MN",1
"Pasadena, TX",-95.1499,29.6583,"West Valley City, UT",-112.0115,40.6889,"Vancouver, WA",-122.5967,45.6366,Is Pasadena TX closer to West Valley City UT or Vancouver WA?,"West Valley City, UT",0
"Rogers, AR",-94.1526,36.3172,"Pharr, TX",-98.1904,26.1685,"Columbus, GA",-84.8771,32.51,Is Rogers AR closer to Pharr TX or Columbus GA?,"Pharr, TX",1
"Des Plaines, IL",-87.9009,42.0345,"Cupertino, CA",-122.0465,37.3168,"Palm Desert, CA",-116.3695,33.7378,Is Des Plaines IL closer to Cupertino CA or Palm Desert CA?,"Cupertino, CA",1
"Dayton, OH",-84.1998,39.7797,"Surprise, AZ",-112.4524,33.68,"Raleigh, NC",-78.6435,35.8325,Is Dayton OH closer to Surprise AZ or Raleigh NC?,"Raleigh, NC",1
"Wylie, TX",-96.5161,33.0362,"Longmont, CO",-105.1005,40.1686,"Hacienda Heights, CA",-117.9728,33.997,Is Wylie TX closer to Longmont CO or Hacienda Heights CA?,"Longmont, CO",0
"Waco, TX",-97.1881,31.5598,"Grand Forks, ND",-97.0886,47.9218,"Gastonia, NC",-81.1853,35.2494,Is Waco TX closer to Grand Forks ND or Gastonia NC?,"Grand Forks, ND",1
"Fond du Lac, WI",-88.4396,43.7718,"Corona, CA",-117.5649,33.8616,"Stamford, CT",-73.5583,41.1035,Is Fond du Lac WI closer to Corona CA or Stamford CT?,"Corona, CA",1
"Schenectady, NY",-73.9276,42.8025,"Kansas City, KS",-94.7443,39.1234,"Huntington Beach, CA",-118.0025,33.696,Is Schenectady NY closer to Kansas City KS or Huntington Beach CA?,"Kansas City, KS",0
"Grand Forks, ND",-97.0886,47.9218,"Fayetteville, AR",-94.166,36.0713,"Casas Adobes, AZ",-111.0114,32.3423,Is Grand Forks ND closer to Fayetteville AR or Casas Adobes AZ?,"Fayetteville, AR",0
"Porterville, CA",-119.0338,36.0644,"Missoula, MT",-114.0214,46.875,"Malden, MA",-71.0576,42.4305,Is Porterville CA closer to Missoula MT or Malden MA?,"Missoula, MT",0
"Corpus Christi, TX",-97.3755,27.726,"Green Bay, WI",-87.9896,44.515,"Miami Beach, FL",-80.1396,25.8171,Is Corpus Christi TX closer to Green Bay WI or Miami Beach FL?,"Green Bay, WI",1
"Denver, CO",-104.8759,39.7621,"Gainesville, GA",-83.8301,34.2903,"Southfield, MI",-83.2605,42.4765,Is Denver CO closer to Gainesville GA or Southfield MI?,"Gainesville, GA",1
"Encinitas, CA",-117.2613,33.049,"Boston, MA",-71.0846,42.3188,"Florence-Graham, CA",-118.2447,33.9682,Is Encinitas CA closer to Boston MA or Florence-Graham CA?,"Boston, MA",1
"Cambridge, MA",-71.1185,42.3759,"Clifton, NJ",-74.1575,40.8631,"Gainesville, FL",-82.3458,29.6804,Is Cambridge MA closer to Clifton NJ or Gainesville FL?,"Clifton, NJ",0
"Marietta, GA",-84.5422,33.9533,"Ellicott City, MD",-76.8344,39.2773,"Maple Grove, MN",-93.4626,45.1089,Is Marietta GA closer to Ellicott City MD or Maple Grove MN?,"Ellicott City, MD",0
"Palo Alto, CA",-122.1468,37.3913,"Bethesda, MD",-77.1188,38.9866,"Gainesville, GA",-83.8301,34.2903,Is Palo Alto CA closer to Bethesda MD or Gainesville GA?,"Bethesda, MD",1
"Myrtle Beach, SC",-78.8843,33.7096,"Slidell, LA",-89.7826,30.2881,"Rock Hill, SC",-81.0244,34.9416,Is Myrtle Beach SC closer to Slidell LA or Rock Hill SC?,"Slidell, LA",1
"Santa Maria, CA",-120.4432,34.9334,"St. Augustine, FL",-81.31,29.8977,"Rapid City, SD",-103.2204,44.0716,Is Santa Maria CA closer to St. Augustine FL or Rapid City SD?,"St. Augustine, FL",1
"Deltona, FL",-81.2137,28.905,"Costa Mesa, CA",-117.9135,33.6667,"Brentwood, CA",-121.7191,37.9355,Is Deltona FL closer to Costa Mesa CA or Brentwood CA?,"Costa Mesa, CA",0
"Coeur d'Alene, ID",-116.7935,47.7041,"Fremont, CA",-121.9852,37.5265,"Memphis, TN",-89.9773,35.1046,Is Coeur d'Alene ID closer to Fremont CA or Memphis TN?,"Fremont, CA",0
"Greenwood, IN",-86.1073,39.6019,"Midwest City, OK",-97.3709,35.463,"Port Arthur, TX",-93.9264,29.8554,Is Greenwood IN closer to Midwest City OK or Port Arthur TX?,"Midwest City, OK",0
"Bangor, ME",-68.7906,44.8322,"Hanford, CA",-119.6549,36.3274,"Palm Harbor, FL",-82.7481,28.0847,Is Bangor ME closer to Hanford CA or Palm Harbor FL?,"Hanford, CA",1
"Warren, MI",-83.027,42.4934,"Cedar Rapids, IA",-91.6782,41.9665,"Charleston, SC",-79.9628,32.8153,Is Warren MI closer to Cedar Rapids IA or Charleston SC?,"Cedar Rapids, IA",0
"Suffolk, VA",-76.6398,36.6953,"Rogers, AR",-94.1526,36.3172,"Pasadena, CA",-118.139,34.1597,Is Suffolk VA closer to Rogers AR or Pasadena CA?,"Rogers, AR",0
"Santa Maria, CA",-120.4432,34.9334,"Norwalk, CA",-118.0829,33.9069,"Myrtle Beach, SC",-78.8843,33.7096,Is Santa Maria CA closer to Norwalk CA or Myrtle Beach SC?,"Norwalk, CA",0
"High Point, NC",-79.9938,35.9907,"Carson, CA",-118.2559,33.8374,"Plantation, FL",-80.2617,26.126,Is High Point NC closer to Carson CA or Plantation FL?,"Plantation, FL",1
"Kendale Lakes, FL",-80.4078,25.7081,"Denton, TX",-97.1419,33.2176,"Pueblo, CO",-104.6112,38.2705,Is Kendale Lakes FL closer to Denton TX or Pueblo CO?,"Denton, TX",0
"Alameda, CA",-122.2672,37.767,"Twin Falls, ID",-114.4615,42.5645,"Orland Park, IL",-87.8619,41.6074,Is Alameda CA closer to Twin Falls ID or Orland Park IL?,"Twin Falls, ID",0
"Milwaukee, WI",-87.9673,43.0642,"Carmel, IN",-86.146,39.965,"West Allis, WI",-88.0296,43.0068,Is Milwaukee WI closer to Carmel IN or West Allis WI?,"Carmel, IN",1
"Casper, WY",-106.3207,42.842,"Iowa City, IA",-91.5303,41.6559,"Norwalk, CA",-118.0829,33.9069,Is Casper WY closer to Iowa City IA or Norwalk CA?,"Iowa City, IA",0
"Fountainebleau, FL",-80.3458,25.7723,"Waltham, MA",-71.2423,42.3889,"Salinas, CA",-121.6317,36.6884,Is Fountainebleau FL closer to Waltham MA or Salinas CA?,"Waltham, MA",0
"Silver Spring, MD",-77.0207,39.0028,"Lakewood, CA",-118.1221,33.8471,"Framingham, MA",-71.4368,42.3085,Is Silver Spring MD closer to Lakewood CA or Framingham MA?,"Lakewood, CA",1
"Forney, TX",-96.4529,32.744,"Bangor, ME",-68.7906,44.8322,"Merced, CA",-120.4778,37.3057,Is Forney TX closer to Bangor ME or Merced CA?,"Bangor, ME",1
"Poughkeepsie, NY",-73.921,41.6949,"Sierra Vista, AZ",-110.3153,31.563,"San Clemente, CA",-117.6103,33.4498,Is Poughkeepsie NY closer to Sierra Vista AZ or San Clemente CA?,"Sierra Vista, AZ",0
"Sioux City, IA",-96.3901,42.4959,"Duluth, MN",-92.1392,46.7756,"Sierra Vista, AZ",-110.3153,31.563,Is Sioux City IA closer to Duluth MN or Sierra Vista AZ?,"Duluth, MN",0
"Hacienda Heights, CA",-117.9728,33.997,"Augusta, GA",-82.0708,33.3645,"Daytona Beach, FL",-81.0982,29.1994,Is Hacienda Heights CA closer to Augusta GA or Daytona Beach FL?,"Augusta, GA",0
"Palm Bay, FL",-80.6627,27.955,"Woodland, CA",-121.75,38.6712,"Newark, OH",-82.4251,40.0705,Is Palm Bay FL closer to Woodland CA or Newark OH?,"Woodland, CA",1
"Hammond, IN",-87.491,41.6169,"Pittsburg, CA",-121.8964,38.0182,"Fargo, ND",-96.8292,46.8652,Is Hammond IN closer to Pittsburg CA or Fargo ND?,"Pittsburg, CA",1
"Grand Forks, ND",-97.0886,47.9218,"Greensboro, NC",-79.8269,36.0956,"Nampa, ID",-116.5631,43.5845,Is Grand Forks ND closer to Greensboro NC or Nampa ID?,"Greensboro, NC",1
"North Richland Hills, TX",-97.218,32.8605,"Anniston, AL",-85.8136,33.6712,"Flint, MI",-83.6922,43.0235,Is North Richland Hills TX closer to Anniston AL or Flint MI?,"Anniston, AL",0
"Palm Harbor, FL",-82.7481,28.0847,"Moreno Valley, CA",-117.2045,33.9244,"Greenville, NC",-77.3768,35.5956,Is Palm Harbor FL closer to Moreno Valley CA or Greenville NC?,"Moreno Valley, CA",1
"Eastvale, CA",-117.5802,33.9617,"Meriden, CT",-72.7944,41.5367,"Spartanburg, SC",-81.9257,34.9437,Is Eastvale CA closer to Meriden CT or Spartanburg SC?,"Meriden, CT",1
"Evanston, IL",-87.6942,42.0463,"Sparks, NV",-119.7157,39.5729,"Davie, FL",-80.287,26.0789,Is Evanston IL closer to Sparks NV or Davie FL?,"Sparks, NV",1
"North Charleston, SC",-80.0722,32.9066,"Farmington Hills, MI",-83.3771,42.486,"Denton, TX",-97.1419,33.2176,Is North Charleston SC closer to Farmington Hills MI or Denton TX?,"Farmington Hills, MI",0
"Dover, NH",-70.8845,43.1887,"Houston, TX",-95.3889,29.7863,"Lompoc, CA",-120.4714,34.6618,Is Dover NH closer to Houston TX or Lompoc CA?,"Houston, TX",0
"Moore, OK",-97.4758,35.3293,"Goodyear, AZ",-112.3622,33.2613,"St. Cloud, MN",-94.1718,45.5339,Is Moore OK closer to Goodyear AZ or St. Cloud MN?,"Goodyear, AZ",1
"Fargo, ND",-96.8292,46.8652,"Denton, TX",-97.1419,33.2176,"Oshkosh, WI",-88.5619,44.0228,Is Fargo ND closer to Denton TX or Oshkosh WI?,"Denton, TX",1
"Milwaukee, WI",-87.9673,43.0642,"Brockton, MA",-71.0242,42.0821,"Overland Park, KS",-94.687,38.887,Is Milwaukee WI closer to Brockton MA or Overland Park KS?,"Brockton, MA",1
"Waterbury, CT",-73.0361,41.5583,"Pontiac, MI",-83.2878,42.6493,"Kingston, NY",-73.9968,41.9295,Is Waterbury CT closer to Pontiac MI or Kingston NY?,"Pontiac, MI",1
"Amarillo, TX",-101.8311,35.1988,"Shawnee, KS",-94.8076,39.0158,"Lansing, MI",-84.5601,42.7142,Is Amarillo TX closer to Shawnee KS or Lansing MI?,"Shawnee, KS",0
"Weirton, WV",-80.5671,40.406,"Evansville, IN",-87.5341,37.9881,"Santa Barbara, CA",-119.7202,34.4285,Is Weirton WV closer to Evansville IN or Santa Barbara CA?,"Evansville, IN",0
"Casas Adobes, AZ",-111.0114,32.3423,"Wheeling, WV",-80.6951,40.0752,"Bowling Green, KY",-86.4373,36.9719,Is Casas Adobes AZ closer to Wheeling WV or Bowling Green KY?,"Wheeling, WV",1
"Murrieta, CA",-117.1909,33.572,"Pocatello, ID",-112.4646,42.8724,"Buckeye, AZ",-112.6429,33.4314,Is Murrieta CA closer to Pocatello ID or Buckeye AZ?,"Pocatello, ID",1
"Denton, TX",-97.1419,33.2176,"Jackson, TN",-88.8353,35.6535,"Glendora, CA",-117.8468,34.1449,Is Denton TX closer to Jackson TN or Glendora CA?,"Jackson, TN",0
"San Bernardino, CA",-117.2946,34.1417,"Owensboro, KY",-87.1173,37.7574,"Sumter, SC",-80.393,33.9392,Is San Bernardino CA closer to Owensboro KY or Sumter SC?,"Owensboro, KY",0
"Shawnee, KS",-94.8076,39.0158,"Pembroke Pines, FL",-80.3382,26.0128,"Lawrence, KS",-95.2641,38.9597,Is Shawnee KS closer to Pembroke Pines FL or Lawrence KS?,"Pembroke Pines, FL",1
"Canton, OH",-81.3677,40.8075,"Mansfield, TX",-97.1211,32.569,"La Crosse, WI",-91.2268,43.824,Is Canton OH closer to Mansfield TX or La Crosse WI?,"Mansfield, TX",1
"Janesville, WI",-89.0136,42.6855,"Apopka, FL",-81.5304,28.7014,"Castro Valley, CA",-122.0631,37.7091,Is Janesville WI closer to Apopka FL or Castro Valley CA?,"Apopka, FL",0
"Gulfport, MS",-89.0703,30.4271,"Centreville, VA",-77.4388,38.8391,"Riverview, FL",-82.3023,27.8227,Is Gulfport MS closer to Centreville VA or Riverview FL?,"Centreville, VA",1
"Yuma, AZ",-114.5488,32.5992,"Trenton, NJ",-74.7641,40.2236,"Asheville, NC",-82.5536,35.5704,Is Yuma AZ closer to Trenton NJ or Asheville NC?,"Trenton, NJ",1
"Bloomington, MN",-93.3151,44.8306,"Peabody, MA",-70.9724,42.5335,"Alton, IL",-90.1523,38.9034,Is Bloomington MN closer to Peabody MA or Alton IL?,"Peabody, MA",1
"Lakewood, WA",-122.5299,47.1628,"San Juan, PR",-66.0636,18.4037,"Florence, AL",-87.6654,34.8303,Is Lakewood WA closer to San Juan PR or Florence AL?,"San Juan, PR",1
"Salinas, CA",-121.6317,36.6884,"Santa Ana, CA",-117.8819,33.7366,"Waterloo, IA",-92.3522,42.492,Is Salinas CA closer to Santa Ana CA or Waterloo IA?,"Santa Ana, CA",0
"McAllen, TX",-98.2471,26.2273,"San Rafael, CA",-122.5222,37.9905,"Cranston, RI",-71.4857,41.7658,Is McAllen TX closer to San Rafael CA or Cranston RI?,"San Rafael, CA",0
"Hemet, CA",-116.9969,33.7341,"Palm Beach Gardens, FL",-80.1679,26.8466,"Irving, TX",-96.9702,32.8584,Is Hemet CA closer to Palm Beach Gardens FL or Irving TX?,"Palm Beach Gardens, FL",1
"New Brunswick, NJ",-74.445,40.487,"Lowell, MA",-71.3217,42.6389,"Delray Beach, FL",-80.0905,26.455,Is New Brunswick NJ closer to Lowell MA or Delray Beach FL?,"Lowell, MA",0
"Grand Junction, CO",-108.5673,39.0876,"Kettering, OH",-84.1495,39.6957,"Kissimmee, FL",-81.4164,28.3042,Is Grand Junction CO closer to Kettering OH or Kissimmee FL?,"Kettering, OH",0
"Saginaw, MI",-83.9501,43.4199,"Mesquite, TX",-96.5889,32.7623,"Lafayette, IN",-86.8594,40.399,Is Saginaw MI closer to Mesquite TX or Lafayette IN?,"Mesquite, TX",1
"Novato, CA",-122.5576,38.092,"Mishawaka, IN",-86.1669,41.6736,"Apex, NC",-78.8728,35.7239,Is Novato CA closer to Mishawaka IN or Apex NC?,"Apex, NC",0
"Shawnee, KS",-94.8076,39.0158,"Winston-Salem, NC",-80.2611,36.1029,"Alafaya, FL",-81.1865,28.5278,Is Shawnee KS closer to Winston-Salem NC or Alafaya FL?,"Winston-Salem, NC",0
"Lewisville, TX",-96.9823,33.0452,"League City, TX",-95.1087,29.4873,"Davenport, IA",-90.6052,41.5563,Is Lewisville TX closer to League City TX or Davenport IA?,"League City, TX",0
"Kalamazoo, MI",-85.5882,42.2749,"Omaha, NE",-96.0522,41.2627,"Beaumont, TX",-94.1451,30.0849,Is Kalamazoo MI closer to Omaha NE or Beaumont TX?,"Omaha, NE",0
"Oshkosh, WI",-88.5619,44.0228,"Springdale, AR",-94.1574,36.1899,"Ellicott City, MD",-76.8344,39.2773,Is Oshkosh WI closer to Springdale AR or Ellicott City MD?,"Ellicott City, MD",0
"Lima, OH",-84.1121,40.741,"Margate, FL",-80.2119,26.2466,"Brooklyn, NY",-73.9496,40.6501,Is Lima OH closer to Margate FL or Brooklyn NY?,"Margate, FL",1
"Bellflower, CA",-118.1271,33.888,"Poughkeepsie, NY",-73.921,41.6949,"Casas Adobes, AZ",-111.0114,32.3423,Is Bellflower CA closer to Poughkeepsie NY or Casas Adobes AZ?,"Casas Adobes, AZ",1
