,City1,City1_long,City1_lat,City2,City2_long,City2_lat,City3,City3_long,City3_lat
434,"Columbus, IN",-85.9183,39.2093,"Cedar Rapids, IA",-91.6782,41.9665,"Zephyrhills, FL",-82.1796,28.2408
435,"Bayonne, NJ",-74.1141,40.6661,"Mandeville, LA",-90.0904,30.3751,"Taylor, MI",-83.2688,42.226
436,"Kingsport, TN",-82.5453,36.5224,"Napa, CA",-122.3011,38.2976,"Ontario, CA",-117.6064,34.0393
437,"Springfield, OR",-122.981,44.0538,"Gaithersburg, MD",-77.2132,39.1346,"Tempe, AZ",-111.9318,33.3881
438,"Port Arthur, TX",-93.9264,29.8554,"Kokomo, IN",-86.1277,40.464,"Menifee, CA",-117.1849,33.6909
439,"Palm Desert, CA",-116.3695,33.7378,"Jacksonville, FL",-81.6749,30.3322,"Collierville, TN",-89.6988,35.0471
440,"Williamsburg, VA",-76.7076,37.2692,"Waterloo, IA",-92.3522,42.492,"Wylie, TX",-96.5161,33.0362
441,"Elgin, IL",-88.3229,42.0385,"Casas Adobes, AZ",-111.0114,32.3423,"Chicago, IL",-87.6862,41.8373
442,"Salt Lake City, UT",-111.9306,40.7777,"Clearwater, FL",-82.7622,27.9789,"Boynton Beach, FL",-80.0811,26.5281
443,"Bay City, MI",-83.8886,43.5903,"Edinburg, TX",-98.1596,26.3197,"Sunrise Manor, NV",-115.049,36.1785
444,"Cedar Rapids, IA",-91.6782,41.9665,"Lake Charles, LA",-93.2122,30.2012,"Warwick, RI",-71.4334,41.7062
445,"Warner Robins, GA",-83.6529,32.597,"Spartanburg, SC",-81.9257,34.9437,"Cedar Park, TX",-97.8196,30.5106
446,"Caldwell, ID",-116.6591,43.6453,"Lancaster, CA",-118.1753,34.6935,"St. Joseph, MO",-94.821,39.7599
447,"Paradise, NV",-115.1369,36.0807,"Beaumont, CA",-116.9766,33.9076,"Rockville, MD",-77.1552,39.0834
448,"Arlington, TX",-97.125,32.6998,"Round Rock, TX",-97.666,30.5254,"Albany, OR",-123.0966,44.6274
449,"Hagerstown, MD",-77.7217,39.6401,"Redlands, CA",-117.1712,34.0511,"Newark, OH",-82.4251,40.0705
450,"Reading, PA",-75.9267,40.34,"Wesley Chapel, FL",-82.3238,28.2106,"Fairfield, CA",-122.0324,38.2592
451,"Sherman, TX",-96.6218,33.6274,"Lafayette, LA",-92.0323,30.2084,"San Luis Obispo, CA",-120.6691,35.2669
452,"Bloomington, IN",-86.5257,39.1637,"Hoffman Estates, IL",-88.1468,42.0639,"Springfield, MO",-93.2916,37.1943
453,"Temecula, CA",-117.1315,33.4928,"Hampton, VA",-76.363,37.0551,"Pomona, CA",-117.7626,34.0585
454,"Royal Oak, MI",-83.1539,42.5084,"Lawrence, MA",-71.1626,42.7003,"Roseville, CA",-121.3196,38.7703
455,"Norman, OK",-97.3471,35.2335,"North Little Rock, AR",-92.2371,34.7808,"Burbank, CA",-118.3235,34.1879
456,"Canton, OH",-81.3677,40.8075,"Spring Valley, NV",-115.2619,36.0987,"Rock Hill, SC",-81.0244,34.9416
457,"Elkhart, IN",-85.9628,41.6916,"Beckley, WV",-81.1841,37.7878,"Vacaville, CA",-121.968,38.359
458,"Manhattan, NY",-73.9662,40.7834,"Highlands Ranch, CO",-104.9708,39.5419,"Monessen, PA",-79.8828,40.1519
459,"Chattanooga, TN",-85.2488,35.0657,"Westland, MI",-83.3805,42.3192,"Corona, CA",-117.5649,33.8616
460,"Asheville, NC",-82.5536,35.5704,"Peabody, MA",-70.9724,42.5335,"Spokane Valley, WA",-117.2346,47.6626
461,"Taylorsville, UT",-111.9493,40.657,"Scranton, PA",-75.6649,41.4044,"South Gate, CA",-118.1926,33.9448
462,"Diamond Bar, CA",-117.8161,33.9991,"Burien, WA",-122.3394,47.4762,"Milpitas, CA",-121.8921,37.4339
463,"Levittown, NY",-73.5125,40.7241,"High Point, NC",-79.9938,35.9907,"Carlsbad, CA",-117.2837,33.1247
464,"Ithaca, NY",-76.5032,42.4442,"Knoxville, TN",-83.9496,35.9692,"National City, CA",-117.0983,32.6654
465,"Perris, CA",-117.2233,33.7899,"Myrtle Beach, SC",-78.8843,33.7096,"Hickory, NC",-81.323,35.7425
466,"Santee, CA",-116.9851,32.8554,"Dayton, OH",-84.1998,39.7797,"Lewiston, ID",-116.9934,46.3934
467,"Corpus Christi, TX",-97.3755,27.726,"Flint, MI",-83.6922,43.0235,"Porterville, CA",-119.0338,36.0644
468,"Chesapeake, VA",-76.3024,36.6778,"Philadelphia, PA",-75.1339,40.0077,"Peoria, AZ",-112.2989,33.7844
469,"Meriden, CT",-72.7944,41.5367,"Grants Pass, OR",-123.3317,42.4333,"Harlingen, TX",-97.6976,26.1917
470,"Casas Adobes, AZ",-111.0114,32.3423,"Milwaukee, WI",-87.9673,43.0642,"San Clemente, CA",-117.6103,33.4498
471,"Jefferson City, MO",-92.1759,38.5676,"Savannah, GA",-81.1784,32.0281,"Mesquite, TX",-96.5889,32.7623
472,"Sunnyvale, CA",-122.0256,37.3836,"Yorba Linda, CA",-117.7714,33.889,"Springdale, AR",-94.1574,36.1899
473,"Trenton, NJ",-74.7641,40.2236,"Billings, MT",-108.5524,45.7891,"Mishawaka, IN",-86.1669,41.6736
474,"Twin Falls, ID",-114.4615,42.5645,"Loveland, CO",-105.0623,40.4166,"Bloomington, IL",-88.9703,40.4757
475,"Spring, TX",-95.383,30.0613,"Pompano Beach, FL",-80.1312,26.2428,"Clearwater, FL",-82.7622,27.9789
476,"St. Cloud, MN",-94.1718,45.5339,"Wyoming, MI",-85.7066,42.8909,"High Point, NC",-79.9938,35.9907
477,"Albuquerque, NM",-106.6464,35.1053,"Bethlehem, PA",-75.3679,40.6266,"Odessa, TX",-102.3406,31.8831
478,"Union City, CA",-122.0187,37.603,"Grand Forks, ND",-97.0886,47.9218,"Lynwood, CA",-118.2017,33.924
479,"Edinburg, TX",-98.1596,26.3197,"Santa Cruz, CA",-122.0346,36.9789,"Lewisville, TX",-96.9823,33.0452
480,"Delray Beach, FL",-80.0905,26.455,"Concord, CA",-122.0016,37.9722,"Hattiesburg, MS",-89.317,31.3074
481,"Little Rock, AR",-92.3576,34.7256,"South Lyon, MI",-83.6526,42.4614,"El Paso, TX",-106.4309,31.8479
482,"Charlottesville, VA",-78.4855,38.0375,"Zephyrhills, FL",-82.1796,28.2408,"Sioux City, IA",-96.3901,42.4959
483,"Montebello, CA",-118.1108,34.0155,"Fremont, CA",-121.9852,37.5265,"Paramount, CA",-118.1652,33.8976
484,"Texas City, TX",-94.9658,29.4128,"West Des Moines, IA",-93.7805,41.5522,"Dothan, AL",-85.4069,31.2335
485,"Lacey, WA",-122.7934,47.046,"Cookeville, TN",-85.5114,36.1484,"Corona, CA",-117.5649,33.8616
486,"Eagle Pass, TX",-100.484,28.7125,"Clifton, NJ",-74.1575,40.8631,"Houston, TX",-95.3889,29.7863
487,"Fort Lauderdale, FL",-80.1464,26.1412,"Lincoln, NE",-96.6788,40.809,"New Britain, CT",-72.7862,41.6758
488,"The Woodlands, TX",-95.5134,30.1738,"Cambridge, MA",-71.1185,42.3759,"Bellflower, CA",-118.1271,33.888
489,"Cleveland, TN",-84.8707,35.1817,"Joliet, IL",-88.1499,41.5189,"Rowland Heights, CA",-117.8911,33.9716
490,"Davis, CA",-121.7365,38.5552,"Parma, OH",-81.7286,41.3843,"Bethesda, MD",-77.1188,38.9866
491,"Riverview, FL",-82.3023,27.8227,"Olympia, WA",-122.8959,47.0417,"Harrisonburg, VA",-78.8735,38.4361
492,"Hollywood, FL",-80.1679,26.0294,"Galveston, TX",-94.891,29.2487,"West Valley City, UT",-112.0115,40.6889
493,"High Point, NC",-79.9938,35.9907,"Kokomo, IN",-86.1277,40.464,"North Las Vegas, NV",-115.0901,36.288
494,"Utica, NY",-75.226,43.0961,"Mesa, AZ",-111.718,33.4017,"Kissimmee, FL",-81.4164,28.3042
495,"Alhambra, CA",-118.1355,34.084,"Franklin, TN",-86.8525,35.9216,"Concord, CA",-122.0016,37.9722
496,"Wellington, FL",-80.2699,26.6461,"Richland, WA",-119.2938,46.2824,"Margate, FL",-80.2119,26.2466
497,"Bloomington, MN",-93.3151,44.8306,"Parkersburg, WV",-81.542,39.2624,"Columbia, MD",-76.859,39.2004
498,"Bentonville, AR",-94.2306,36.3546,"Allen, TX",-96.6735,33.1088,"Pocatello, ID",-112.4646,42.8724
499,"Orem, UT",-111.6992,40.2983,"Milpitas, CA",-121.8921,37.4339,"Waukegan, IL",-87.8716,42.3697
500,"Carbondale, IL",-89.2238,37.7221,"Salt Lake City, UT",-111.9306,40.7777,"Merced, CA",-120.4778,37.3057
501,"Altoona, PA",-78.4007,40.5082,"Escondido, CA",-117.0722,33.1347,"Hoover, AL",-86.8064,33.3754
502,"Albany, OR",-123.0966,44.6274,"Moore, OK",-97.4758,35.3293,"Carson City, NV",-119.7474,39.1512
503,"Georgetown, TX",-97.6953,30.6668,"Montgomery, AL",-86.2666,32.3473,"Towson, MD",-76.619,39.3944
504,"Pinellas Park, FL",-82.7078,27.8589,"Clovis, CA",-119.6831,36.8278,"Mayagüez, PR",-67.1397,18.2003
505,"Arlington, VA",-77.1011,38.8786,"Lodi, CA",-121.2932,38.1218,"Palm Coast, FL",-81.246,29.5392
506,"Cranston, RI",-71.4857,41.7658,"Kentwood, MI",-85.5925,42.8852,"Bay City, MI",-83.8886,43.5903
507,"Provo, UT",-111.6457,40.2457,"Lehigh Acres, FL",-81.6388,26.612,"Longmont, CO",-105.1005,40.1686
508,"Reading, PA",-75.9267,40.34,"Amarillo, TX",-101.8311,35.1988,"Normal, IL",-88.9881,40.5218
509,"Avondale, AZ",-112.3236,33.3858,"Bismarck, ND",-100.7694,46.8144,"San Luis Obispo, CA",-120.6691,35.2669
510,"Collierville, TN",-89.6988,35.0471,"Margate, FL",-80.2119,26.2466,"West New York, NJ",-74.0093,40.7856
511,"National City, CA",-117.0983,32.6654,"Rome, GA",-85.1862,34.2661,"Margate, FL",-80.2119,26.2466
512,"Fresno, CA",-119.7941,36.7831,"Sioux Falls, SD",-96.732,43.5397,"West Palm Beach, FL",-80.1316,26.7468
513,"Boulder, CO",-105.2523,40.0249,"Ellicott City, MD",-76.8344,39.2773,"Dallas, TX",-96.7662,32.7936
514,"Rapid City, SD",-103.2204,44.0716,"Leominster, MA",-71.7717,42.5209,"Gulfport, MS",-89.0703,30.4271
515,"Pembroke Pines, FL",-80.3382,26.0128,"Maricopa, AZ",-112.0006,33.0404,"Grand Junction, CO",-108.5673,39.0876
516,"St. Peters, MO",-90.6061,38.7824,"Delray Beach, FL",-80.0905,26.455,"Brooklyn, NY",-73.9496,40.6501
517,"Davis, CA",-121.7365,38.5552,"Waterloo, IA",-92.3522,42.492,"Grand Island, NE",-98.3584,40.9214
518,"Overland Park, KS",-94.687,38.887,"North Little Rock, AR",-92.2371,34.7808,"Moreno Valley, CA",-117.2045,33.9244
519,"Sheboygan, WI",-87.7316,43.7403,"Westminster, CA",-117.9938,33.7523,"Eden Prairie, MN",-93.4595,44.8488
520,"Orange, CA",-117.8218,33.8038,"Stockton, CA",-121.3109,37.9765,"Fort Wayne, IN",-85.1437,41.0886
521,"Rock Hill, SC",-81.0244,34.9416,"South Whittier, CA",-118.0311,33.9336,"Seaside, CA",-121.8191,36.6224
522,"Jurupa Valley, CA",-117.4705,34.001,"Herriman, UT",-112.0171,40.4899,"Rochester, MN",-92.4778,44.0151
523,"Indio, CA",-116.2346,33.7346,"Madera, CA",-120.0782,36.9631,"Lehi, UT",-111.8726,40.4136
524,"Lakewood, WA",-122.5299,47.1628,"Los Lunas, NM",-106.7803,34.8115,"Milwaukee, WI",-87.9673,43.0642
525,"Goldsboro, NC",-77.972,35.3778,"Hickory, NC",-81.323,35.7425,"Chattanooga, TN",-85.2488,35.0657
526,"South Bend, IN",-86.2696,41.6767,"Clifton, NJ",-74.1575,40.8631,"Stonecrest, GA",-84.1372,33.6842
527,"Coeur d'Alene, ID",-116.7935,47.7041,"Tucson, AZ",-110.8782,32.1545,"Cape Coral, FL",-81.9956,26.6446
528,"Spring Valley, NV",-115.2619,36.0987,"Milford city , CT",-73.0625,41.2256,"Decatur, AL",-86.9906,34.573
529,"Kalamazoo, MI",-85.5882,42.2749,"Hattiesburg, MS",-89.317,31.3074,"Odessa, TX",-102.3406,31.8831
530,"Ames, IA",-93.6215,42.0259,"Lawrence, MA",-71.1626,42.7003,"Glendora, CA",-117.8468,34.1449
531,"Lake Forest, CA",-117.6712,33.6606,"Waukesha, WI",-88.2464,43.0087,"Wichita, KS",-97.3442,37.6896
532,"Novi, MI",-83.4893,42.4786,"Compton, CA",-118.2275,33.893,"Lauderhill, FL",-80.2242,26.1605
533,"Brentwood, CA",-121.7191,37.9355,"Rochester, MN",-92.4778,44.0151,"Cheyenne, WY",-104.79,41.1351
534,"San Mateo, CA",-122.3122,37.5521,"Tigard, OR",-122.7845,45.4237,"Norwich, CT",-72.0882,41.5495
535,"Cheyenne, WY",-104.79,41.1351,"Carson City, NV",-119.7474,39.1512,"Zephyrhills, FL",-82.1796,28.2408
536,"Rochester, MN",-92.4778,44.0151,"Youngstown, OH",-80.6463,41.0993,"Plantation, FL",-80.2617,26.126
537,"Great Falls, MT",-111.2995,47.5022,"Anderson, SC",-82.6479,34.5211,"North Las Vegas, NV",-115.0901,36.288
538,"Raleigh, NC",-78.6435,35.8325,"Glendora, CA",-117.8468,34.1449,"Winchester, VA",-78.1746,39.1735
539,"Harrisburg, PA",-76.8843,40.2752,"Beaumont, TX",-94.1451,30.0849,"Gilroy, CA",-121.5855,37.0047
540,"El Monte, CA",-118.0291,34.0739,"Caguas, PR",-66.0388,18.2319,"Pasadena, CA",-118.139,34.1597
541,"Levittown, NY",-73.5125,40.7241,"Sunrise, FL",-80.2997,26.1547,"Torrance, CA",-118.3417,33.8346
542,"Highland, CA",-117.1654,34.1113,"Fayetteville, NC",-78.9776,35.0846,"Sparks, NV",-119.7157,39.5729
543,"Provo, UT",-111.6457,40.2457,"Watertown, NY",-75.9094,43.9734,"Rosemead, CA",-118.0823,34.0689
544,"Kendale Lakes, FL",-80.4078,25.7081,"Kokomo, IN",-86.1277,40.464,"Lauderhill, FL",-80.2242,26.1605
545,"Cheyenne, WY",-104.79,41.1351,"Millcreek, UT",-111.8291,40.6892,"Kissimmee, FL",-81.4164,28.3042
546,"Lancaster, PA",-76.3012,40.0421,"Coon Rapids, MN",-93.3095,45.1755,"Haverhill, MA",-71.0871,42.7838
547,"Michigan City, IN",-86.8705,41.7099,"Elyria, OH",-82.1063,41.3761,"Jefferson City, MO",-92.1759,38.5676
548,"Gulfport, MS",-89.0703,30.4271,"Prescott Valley, AZ",-112.3176,34.5983,"Port St. Lucie, FL",-80.3883,27.2796
549,"Staunton, VA",-79.0611,38.1593,"Saginaw, MI",-83.9501,43.4199,"Lancaster, CA",-118.1753,34.6935
550,"Boulder, CO",-105.2523,40.0249,"Fort Collins, CO",-105.0656,40.5478,"Simi Valley, CA",-118.749,34.2663
551,"New Brunswick, NJ",-74.445,40.487,"Dale City, VA",-77.3459,38.6473,"Auburn, WA",-122.2108,47.3039
552,"Lewiston, ID",-116.9934,46.3934,"Pittsburgh, PA",-79.9762,40.4396,"San Juan, PR",-66.0636,18.4037
553,"Severn, MD",-76.6958,39.1355,"Hamilton, OH",-84.5653,39.3938,"Bronx, NY",-73.8662,40.8501
554,"Bartlett, TN",-89.8195,35.2337,"Farmington Hills, MI",-83.3771,42.486,"St. George, UT",-113.577,37.077
555,"New Haven, CT",-72.9246,41.3112,"Blacksburg, VA",-80.4279,37.23,"Abilene, TX",-99.7384,32.4543
556,"Zephyrhills, FL",-82.1796,28.2408,"Charlottesville, VA",-78.4855,38.0375,"Baldwin Park, CA",-117.9721,34.0829
557,"Washington, DC",-77.0163,38.9047,"Newton, MA",-71.2085,42.3316,"Hammond, LA",-90.4563,30.5061
558,"Pompano Beach, FL",-80.1312,26.2428,"Smyrna, GA",-84.5168,33.8633,"Lake Charles, LA",-93.2122,30.2012
559,"Mansfield, OH",-82.5275,40.7656,"Castro Valley, CA",-122.0631,37.7091,"South Gate, CA",-118.1926,33.9448
560,"Anchorage, AK",-149.1091,61.1508,"Passaic, NJ",-74.1282,40.8574,"Kenner, LA",-90.2549,30.0109
561,"Baytown, TX",-94.9669,29.7586,"Cupertino, CA",-122.0465,37.3168,"Ames, IA",-93.6215,42.0259
562,"Quincy, MA",-71.0183,42.2516,"Richardson, TX",-96.7093,32.9717,"Carbondale, IL",-89.2238,37.7221
563,"Burien, WA",-122.3394,47.4762,"Frederick, MD",-77.4141,39.4336,"Riverside, CA",-117.3948,33.9381
564,"Owensboro, KY",-87.1173,37.7574,"Madison, WI",-89.3931,43.0826,"South Jordan, UT",-111.9782,40.557
565,"Louisville, KY",-85.6485,38.1663,"Wheaton, IL",-88.1083,41.8561,"Manchester, NH",-71.4447,42.9848
566,"Owensboro, KY",-87.1173,37.7574,"Chico, CA",-121.8152,39.7575,"Mount Vernon, NY",-73.8291,40.9136
567,"Fullerton, CA",-117.9279,33.8841,"Yucaipa, CA",-117.0429,34.0336,"Bossier City, LA",-93.6666,32.5227
568,"Danbury, CT",-73.471,41.4016,"League City, TX",-95.1087,29.4873,"Watsonville, CA",-121.7706,36.9206
569,"Columbus, GA",-84.8771,32.51,"Hattiesburg, MS",-89.317,31.3074,"Union City, CA",-122.0187,37.603
570,"Hollywood, FL",-80.1679,26.0294,"Pittsburgh, PA",-79.9762,40.4396,"Savannah, GA",-81.1784,32.0281
571,"New York, NY",-73.9249,40.6943,"Garland, TX",-96.6305,32.91,"Apopka, FL",-81.5304,28.7014
572,"Madison, AL",-86.7626,34.7114,"Farmington Hills, MI",-83.3771,42.486,"Maple Grove, MN",-93.4626,45.1089
573,"Cleveland, OH",-81.6804,41.4767,"Newton, MA",-71.2085,42.3316,"DeKalb, IL",-88.7482,41.9313
574,"Vista, CA",-117.2386,33.1896,"Brooklyn, NY",-73.9496,40.6501,"Rockford, IL",-89.0641,42.2597
575,"Cathedral City, CA",-116.4642,33.8363,"Nashville, TN",-86.7843,36.1715,"Midland, MI",-84.2319,43.6241
576,"Chico, CA",-121.8152,39.7575,"Tyler, TX",-95.3062,32.3184,"Lake Charles, LA",-93.2122,30.2012
577,"Hartford, CT",-72.6834,41.7661,"Brockton, MA",-71.0242,42.0821,"Scottsdale, AZ",-111.8651,33.6872
578,"Memphis, TN",-89.9773,35.1046,"Moreno Valley, CA",-117.2045,33.9244,"Brentwood, CA",-121.7191,37.9355
579,"Baytown, TX",-94.9669,29.7586,"Woodland, CA",-121.75,38.6712,"Bloomington, IL",-88.9703,40.4757
580,"Fort Collins, CO",-105.0656,40.5478,"Peoria, AZ",-112.2989,33.7844,"Blacksburg, VA",-80.4279,37.23
581,"Alton, IL",-90.1523,38.9034,"Stockton, CA",-121.3109,37.9765,"Hammond, LA",-90.4563,30.5061
582,"Salt Lake City, UT",-111.9306,40.7777,"Lenexa, KS",-94.8018,38.9609,"Hazleton, PA",-75.9724,40.9504
583,"Redwood City, CA",-122.2252,37.5026,"Panama City, FL",-85.6004,30.1995,"Virginia Beach, VA",-76.0435,36.7335
584,"Tinley Park, IL",-87.805,41.567,"Novi, MI",-83.4893,42.4786,"Santa Fe, NM",-105.9819,35.6619
585,"Fishers, IN",-85.9661,39.9589,"Miami Gardens, FL",-80.2426,25.9433,"Bangor, ME",-68.7906,44.8322
586,"Sunrise Manor, NV",-115.049,36.1785,"Pottstown, PA",-75.6444,40.2507,"Yucaipa, CA",-117.0429,34.0336
587,"Fayetteville, AR",-94.166,36.0713,"Eden Prairie, MN",-93.4595,44.8488,"Pottstown, PA",-75.6444,40.2507
588,"San Marcos, TX",-97.9381,29.8736,"Columbia, SC",-80.9037,34.0376,"Lebanon, PA",-76.4227,40.3412
589,"Inglewood, CA",-118.3444,33.9566,"Washington, DC",-77.0163,38.9047,"Honolulu, HI",-157.846,21.3294
590,"Fresno, CA",-119.7941,36.7831,"Clifton, NJ",-74.1575,40.8631,"Staunton, VA",-79.0611,38.1593
591,"Bellevue, NE",-95.9357,41.1535,"Lehi, UT",-111.8726,40.4136,"Union City, CA",-122.0187,37.603
592,"Pasadena, TX",-95.1499,29.6583,"Warner Robins, GA",-83.6529,32.597,"Orland Park, IL",-87.8619,41.6074
593,"Minneapolis, MN",-93.2678,44.9635,"New Bedford, MA",-70.9428,41.6697,"Cupertino, CA",-122.0465,37.3168
594,"Southaven, MS",-89.9787,34.9514,"Carson, CA",-118.2559,33.8374,"Queens, NY",-73.7976,40.7498
595,"Milford, CT",-73.0616,41.2256,"Lexington, KY",-84.4587,38.0423,"St. Peters, MO",-90.6061,38.7824
596,"Redwood City, CA",-122.2252,37.5026,"Shawnee, KS",-94.8076,39.0158,"Williamsport, PA",-77.0371,41.2398
597,"Rancho Cucamonga, CA",-117.5666,34.1248,"Ithaca, NY",-76.5032,42.4442,"Perris, CA",-117.2233,33.7899
598,"Birmingham, AL",-86.7987,33.5277,"Albuquerque, NM",-106.6464,35.1053,"Hanover, PA",-76.9835,39.8117
599,"White Plains, NY",-73.7549,41.022,"Cheyenne, WY",-104.79,41.1351,"Danbury, CT",-73.471,41.4016
600,"Weymouth, MA",-70.9466,42.1984,"Tulsa, OK",-95.9042,36.1284,"Bangor, ME",-68.7906,44.8322
601,"Sugar Land, TX",-95.6357,29.5935,"Mount Pleasant, SC",-79.8204,32.8538,"Montgomery, AL",-86.2666,32.3473
602,"Ellicott City, MD",-76.8344,39.2773,"Moore, OK",-97.4758,35.3293,"Sacramento, CA",-121.4683,38.5667
603,"Carrollton, TX",-96.8999,32.989,"Fort Smith, AR",-94.3695,35.3493,"Eau Claire, WI",-91.4949,44.8199
604,"Athens, GA",-83.3689,33.9508,"Summerville, SC",-80.1799,33.0015,"Odessa, TX",-102.3406,31.8831
605,"Buffalo, NY",-78.8487,42.9016,"Spartanburg, SC",-81.9257,34.9437,"Weirton, WV",-80.5671,40.406
606,"Westland, MI",-83.3805,42.3192,"Sebring, FL",-81.453,27.477,"Peabody, MA",-70.9724,42.5335
607,"Millcreek, UT",-111.8291,40.6892,"Bellingham, WA",-122.4687,48.7543,"Hampton, VA",-76.363,37.0551
608,"Seattle, WA",-122.3244,47.6211,"Arlington, VA",-77.1011,38.8786,"Salinas, CA",-121.6317,36.6884
609,"Burien, WA",-122.3394,47.4762,"Odessa, TX",-102.3406,31.8831,"Grand Forks, ND",-97.0886,47.9218
610,"Mansfield, TX",-97.1211,32.569,"Bowling Green, KY",-86.4373,36.9719,"Richland, WA",-119.2938,46.2824
611,"South Hill, WA",-122.2848,47.1203,"Bayonne, NJ",-74.1141,40.6661,"Warren, MI",-83.027,42.4934
612,"Decatur, AL",-86.9906,34.573,"Nashua, NH",-71.491,42.7491,"Topeka, KS",-95.6955,39.0346
613,"Hoboken, NJ",-74.0279,40.7453,"Racine, WI",-87.8135,42.7274,"Miami Beach, FL",-80.1396,25.8171
614,"Manchester, NH",-71.4447,42.9848,"Greensboro, NC",-79.8269,36.0956,"Georgetown, TX",-97.6953,30.6668
615,"Pinellas Park, FL",-82.7078,27.8589,"Hazleton, PA",-75.9724,40.9504,"Fountain Valley, CA",-117.9514,33.7105
616,"Novi, MI",-83.4893,42.4786,"Ann Arbor, MI",-83.7312,42.2755,"Middletown, NY",-74.4236,41.4459
617,"Hacienda Heights, CA",-117.9728,33.997,"Buckeye, AZ",-112.6429,33.4314,"Raleigh, NC",-78.6435,35.8325
618,"Glens Falls, NY",-73.6459,43.3109,"San Jose, CA",-121.8486,37.3019,"Euless, TX",-97.0799,32.8508
619,"Anderson, IN",-85.6893,40.0891,"Lacey, WA",-122.7934,47.046,"Brownsville, TX",-97.4565,25.998
620,"Cary, NC",-78.8191,35.782,"New Haven, CT",-72.9246,41.3112,"Portland, ME",-70.2715,43.6773
621,"Palm Coast, FL",-81.246,29.5392,"Dover, DE",-75.5203,39.161,"Buffalo, NY",-78.8487,42.9016
622,"Watsonville, CA",-121.7706,36.9206,"Town 'n' Country, FL",-82.576,28.0108,"Vista, CA",-117.2386,33.1896
623,"Mount Vernon, WA",-122.3115,48.4202,"Lewisville, TX",-96.9823,33.0452,"El Monte, CA",-118.0291,34.0739
624,"Bentonville, AR",-94.2306,36.3546,"Redding, CA",-122.365,40.5698,"Allentown, PA",-75.4756,40.5961
625,"Beloit, WI",-89.0184,42.523,"San Marcos, CA",-117.1744,33.135,"West Haven, CT",-72.9672,41.2739
626,"Toledo, OH",-83.5822,41.6639,"Vallejo, CA",-122.2358,38.1133,"Waterbury, CT",-73.0361,41.5583
627,"Prescott Valley, AZ",-112.3176,34.5983,"Livermore, CA",-121.7608,37.6862,"Smyrna, GA",-84.5168,33.8633
628,"Spring Hill, FL",-82.53,28.4797,"Harrisonburg, VA",-78.8735,38.4361,"Casper, WY",-106.3207,42.842
629,"Lake Jackson, TX",-95.4522,29.0516,"Newark, NJ",-74.1725,40.7245,"Woodland, CA",-121.75,38.6712
630,"Albany, NY",-73.7987,42.6664,"Tamarac, FL",-80.2542,26.2056,"Alameda, CA",-122.2672,37.767
631,"Houma, LA",-90.7058,29.5799,"Gadsden, AL",-86.0156,34.009,"Warren, MI",-83.027,42.4934
632,"Benton Harbor, MI",-86.4488,42.1159,"Bronx, NY",-73.8662,40.8501,"Newark, OH",-82.4251,40.0705
633,"Pittsburgh, PA",-79.9762,40.4396,"Conroe, TX",-95.4825,30.3239,"Oshkosh, WI",-88.5619,44.0228
634,"Sunrise, FL",-80.2997,26.1547,"Hammond, IN",-87.491,41.6169,"Tulare, CA",-119.34,36.1996
635,"Hanover, PA",-76.9835,39.8117,"St. Joseph, MO",-94.821,39.7599,"Laguna Niguel, CA",-117.705,33.5275
636,"Davenport, IA",-90.6052,41.5563,"South Jordan, UT",-111.9782,40.557,"Maricopa, AZ",-112.0006,33.0404
637,"New Braunfels, TX",-98.1148,29.6994,"Atlanta, GA",-84.4224,33.7627,"Hinesville, GA",-81.6135,31.8247
638,"Danbury, CT",-73.471,41.4016,"Hendersonville, TN",-86.5998,36.3063,"Kenner, LA",-90.2549,30.0109
639,"Port Orange, FL",-81.0137,29.1084,"Fort Myers, FL",-81.8303,26.6195,"Arlington, TX",-97.125,32.6998
640,"Petaluma, CA",-122.6267,38.2423,"Woodbury, MN",-92.923,44.9056,"Escondido, CA",-117.0722,33.1347
641,"San Juan, PR",-66.0636,18.4037,"Plymouth, MN",-93.4618,45.0225,"Kendale Lakes, FL",-80.4078,25.7081
642,"Denton, TX",-97.1419,33.2176,"Madera, CA",-120.0782,36.9631,"Santee, CA",-116.9851,32.8554
643,"Waltham, MA",-71.2423,42.3889,"Killeen, TX",-97.7296,31.0754,"Midland, MI",-84.2319,43.6241
644,"Brooklyn Park, MN",-93.3505,45.1112,"Stonecrest, GA",-84.1372,33.6842,"Sparks, NV",-119.7157,39.5729
645,"Nampa, ID",-116.5631,43.5845,"Grand Island, NE",-98.3584,40.9214,"Knoxville, TN",-83.9496,35.9692
646,"St. Cloud, FL",-81.2829,28.2294,"Garland, TX",-96.6305,32.91,"Florence-Graham, CA",-118.2447,33.9682
647,"Aspen Hill, MD",-77.0823,39.0928,"Mesa, AZ",-111.718,33.4017,"Harlingen, TX",-97.6976,26.1917
648,"Scranton, PA",-75.6649,41.4044,"Carlsbad, CA",-117.2837,33.1247,"College Station, TX",-96.296,30.5852
649,"Layton, UT",-111.9621,41.0769,"Taylorsville, UT",-111.9493,40.657,"Pleasanton, CA",-121.8805,37.6663
650,"Livonia, MI",-83.3733,42.3972,"Lenexa, KS",-94.8018,38.9609,"New Brunswick, NJ",-74.445,40.487
